choice_key	dilemma_key
FOURTH	sw_hof_3_vik_reg_lindcylne
FIRST	sw_hof_3_vik_reg_ioua
SECOND	sw_hof_3_vik_reg_ioua
THIRD	sw_hof_3_vik_reg_hlymrekr
FOURTH	sw_hof_3_vik_reg_ioua
FIRST	sw_hof_3_vik_reg_inis_faithlenn
SECOND	sw_hof_3_vik_reg_inis_faithlenn
THIRD	sw_hof_3_vik_reg_haestingas
FOURTH	sw_hof_3_vik_reg_inis_faithlenn
FIRST	sw_hof_3_vik_reg_hlymrekr
SECOND	sw_hof_3_vik_reg_hlymrekr
THIRD	sw_hof_3_vik_reg_guvan
FOURTH	sw_hof_3_vik_reg_hlymrekr
FIRST	sw_hof_3_vik_reg_haestingas
SECOND	sw_hof_3_vik_reg_haestingas
THIRD	sw_hof_3_vik_reg_grianan_aileach
FOURTH	sw_hof_3_vik_reg_haestingas
FIRST	sw_hof_3_vik_reg_guvan
SECOND	sw_hof_3_vik_reg_guvan
THIRD	sw_hof_3_vik_reg_grantabrycg
FOURTH	sw_hof_3_vik_reg_guvan
FIRST	sw_hof_3_vik_reg_grianan_aileach
SECOND	sw_hof_3_vik_reg_grianan_aileach
THIRD	sw_hof_3_vik_reg_gleawceaster
FOURTH	sw_hof_3_vik_reg_grianan_aileach
FIRST	sw_hof_3_vik_reg_grantabrycg
SECOND	sw_hof_3_vik_reg_grantabrycg
THIRD	sw_hof_3_vik_reg_exanceaster
FOURTH	sw_hof_3_vik_reg_grantabrycg
FIRST	sw_hof_3_vik_reg_gleawceaster
SECOND	sw_hof_3_vik_reg_gleawceaster
THIRD	sw_hof_3_vik_reg_eoferwic
FOURTH	sw_hof_3_vik_reg_gleawceaster
FIRST	sw_hof_3_vik_reg_exanceaster
SECOND	sw_hof_3_vik_reg_exanceaster
THIRD	sw_hof_3_vik_reg_eidenburg
FOURTH	sw_hof_3_vik_reg_exanceaster
FIRST	sw_hof_3_vik_reg_eoferwic
SECOND	sw_hof_3_vik_reg_eoferwic
THIRD	sw_hof_3_vik_reg_dyflin
FOURTH	sw_hof_3_vik_reg_eoferwic
FIRST	sw_hof_3_vik_reg_eidenburg
SECOND	sw_hof_3_vik_reg_eidenburg
THIRD	sw_hof_3_vik_reg_dun_sebuirgi
FOURTH	sw_hof_3_vik_reg_eidenburg
FIRST	sw_hof_3_vik_reg_dyflin
SECOND	sw_hof_3_vik_reg_dyflin
THIRD	sw_hof_3_vik_reg_dun_patraic
FOURTH	sw_hof_3_vik_reg_dyflin
FIRST	sw_hof_3_vik_reg_dun_sebuirgi
SECOND	sw_hof_3_vik_reg_dun_sebuirgi
THIRD	sw_hof_3_vik_reg_dun_foither
FOURTH	sw_hof_3_vik_reg_dun_sebuirgi
FIRST	sw_hof_3_vik_reg_dun_patraic
SECOND	sw_hof_3_vik_reg_dun_patraic
THIRD	sw_hof_3_vik_reg_dun_att
FOURTH	sw_hof_3_vik_reg_dun_patraic
FIRST	sw_hof_3_vik_reg_dun_foither
SECOND	sw_hof_3_vik_reg_dun_foither
THIRD	sw_hof_3_vik_reg_druim_da_ethiar
FOURTH	sw_hof_3_vik_reg_dun_foither
FIRST	sw_hof_3_vik_reg_dun_att
SECOND	sw_hof_3_vik_reg_dun_att
THIRD	sw_hof_3_vik_reg_doreceaster
FOURTH	sw_hof_3_vik_reg_dun_att
FIRST	sw_hof_3_vik_reg_druim_da_ethiar
SECOND	sw_hof_3_vik_reg_druim_da_ethiar
THIRD	sw_hof_3_vik_reg_dinefwr
FOURTH	sw_hof_3_vik_reg_druim_da_ethiar
FIRST	sw_hof_3_vik_reg_doreceaster
SECOND	sw_hof_3_vik_reg_doreceaster
THIRD	sw_hof_3_vik_reg_corcach
FOURTH	sw_hof_3_vik_reg_doreceaster
FIRST	sw_hof_3_vik_reg_dinefwr
SECOND	sw_hof_3_vik_reg_dinefwr
THIRD	sw_hof_3_vik_reg_colneceaster
FOURTH	sw_hof_3_vik_reg_dinefwr
FIRST	sw_hof_3_vik_reg_corcach
SECOND	sw_hof_3_vik_reg_corcach
THIRD	sw_hof_3_vik_reg_cippanhamm
FOURTH	sw_hof_3_vik_reg_corcach
FIRST	sw_hof_3_vik_reg_colneceaster
SECOND	sw_hof_3_vik_reg_colneceaster
THIRD	sw_hof_3_vik_reg_cetretha
FOURTH	sw_hof_3_vik_reg_colneceaster
FIRST	sw_hof_3_vik_reg_cippanhamm
SECOND	sw_hof_3_vik_reg_cippanhamm
THIRD	sw_hof_3_vik_reg_ceaster
FOURTH	sw_hof_3_vik_reg_cippanhamm
FIRST	sw_hof_3_vik_reg_cetretha
SECOND	sw_hof_3_vik_reg_cetretha
THIRD	sw_hof_3_vik_reg_cathair_commain
FOURTH	sw_hof_3_vik_reg_cetretha
FIRST	sw_hof_3_vik_reg_ceaster
SECOND	sw_hof_3_vik_reg_ceaster
THIRD	sw_hof_3_vik_reg_casteltoun
FOURTH	sw_hof_3_vik_reg_ceaster
FIRST	sw_hof_3_vik_reg_cathair_commain
SECOND	sw_hof_3_vik_reg_cathair_commain
THIRD	sw_hof_3_vik_reg_carleol
FOURTH	sw_hof_3_vik_reg_cathair_commain
FIRST	sw_hof_3_vik_reg_casteltoun
SECOND	sw_hof_3_vik_reg_casteltoun
THIRD	sw_hof_3_vik_reg_cantwaraburg
FOURTH	sw_hof_3_vik_reg_casteltoun
FIRST	sw_hof_3_vik_reg_carleol
SECOND	sw_hof_3_vik_reg_carleol
THIRD	sw_hof_3_vik_reg_caisil
FOURTH	sw_hof_3_vik_reg_carleol
FIRST	sw_hof_3_vik_reg_cantwaraburg
SECOND	sw_hof_3_vik_reg_cantwaraburg
SECOND	sw_hof_3_vik_reg_cair_gwent
FOURTH	sw_hof_3_vik_reg_cantwaraburg
FIRST	sw_hof_3_vik_reg_caisil
SECOND	sw_hof_3_vik_reg_caisil
THIRD	sw_hof_3_vik_reg_bornais
FOURTH	sw_hof_3_vik_reg_caisil
THIRD	sw_hof_3_vik_reg_cair_gwent
FOURTH	sw_hof_3_vik_reg_bornais
FOURTH	sw_hof_3_vik_reg_blascona
FOURTH	sw_hof_3_vik_reg_cair_gwent
FIRST	sw_hof_3_vik_reg_bornais
SECOND	sw_hof_3_vik_reg_bornais
SECOND	sw_hof_3_vik_reg_bebbanburg
FIRST	sw_hof_3_vik_reg_cair_gwent
FIRST	sw_hof_3_vik_reg_blascona
SECOND	sw_hof_3_vik_reg_blascona
THIRD	sw_hof_3_vik_reg_airchardan
THIRD	sw_hof_3_vik_reg_blascona
THIRD	sw_hof_3_vik_reg_bebbanburg
FOURTH	sw_hof_3_vik_reg_airchardan
FOURTH	sw_hof_3_vik_reg_aethelingaeg
FOURTH	sw_hof_3_vik_reg_bebbanburg
FIRST	sw_hof_3_vik_reg_airchardan
SECOND	sw_hof_3_vik_reg_airchardan
SECOND	sw_hof_3_vik_reg_achadh_bo
FIRST	sw_hof_3_vik_reg_bebbanburg
FIRST	sw_hof_3_vik_reg_aethelingaeg
SECOND	sw_hof_3_vik_reg_aethelingaeg
THIRD	sw_hof_3_vik_reg_aberteifi
THIRD	sw_hof_3_vik_reg_aethelingaeg
THIRD	sw_hof_3_vik_reg_achadh_bo
FOURTH	sw_hof_3_vik_reg_aberteifi
FOURTH	sw_hof_3_vik_reg_aberffro
FOURTH	sw_hof_3_vik_reg_achadh_bo
FIRST	sw_hof_3_vik_reg_aberteifi
SECOND	sw_hof_3_vik_reg_aberteifi
SECOND	sw_hof_2_vik_reg_wintanceaster
FIRST	sw_hof_3_vik_reg_achadh_bo
FIRST	sw_hof_3_vik_reg_aberffro
SECOND	sw_hof_3_vik_reg_aberffro
THIRD	sw_hof_2_vik_reg_werham
THIRD	sw_hof_3_vik_reg_aberffro
THIRD	sw_hof_2_vik_reg_wintanceaster
FOURTH	sw_hof_2_vik_reg_werham
FOURTH	sw_hof_2_vik_reg_waerincwicum
FOURTH	sw_hof_2_vik_reg_wintanceaster
FIRST	sw_hof_2_vik_reg_werham
SECOND	sw_hof_2_vik_reg_werham
SECOND	sw_hof_2_vik_reg_veisafjordr
FIRST	sw_hof_2_vik_reg_wintanceaster
FIRST	sw_hof_2_vik_reg_waerincwicum
SECOND	sw_hof_2_vik_reg_waerincwicum
THIRD	sw_hof_2_vik_reg_vedrafjordr
THIRD	sw_hof_2_vik_reg_waerincwicum
THIRD	sw_hof_2_vik_reg_veisafjordr
FOURTH	sw_hof_2_vik_reg_vedrafjordr
FOURTH	sw_hof_2_vik_reg_tor_in_duine
FOURTH	sw_hof_2_vik_reg_veisafjordr
FIRST	sw_hof_2_vik_reg_vedrafjordr
SECOND	sw_hof_2_vik_reg_vedrafjordr
SECOND	sw_hof_2_vik_reg_tintagol
FIRST	sw_hof_2_vik_reg_veisafjordr
FIRST	sw_hof_2_vik_reg_tor_in_duine
SECOND	sw_hof_2_vik_reg_tor_in_duine
THIRD	sw_hof_2_vik_reg_tamworthige
THIRD	sw_hof_2_vik_reg_tor_in_duine
THIRD	sw_hof_2_vik_reg_tintagol
FOURTH	sw_hof_2_vik_reg_tamworthige
FOURTH	sw_hof_2_vik_reg_steanford
FOURTH	sw_hof_2_vik_reg_tintagol
FIRST	sw_hof_2_vik_reg_tamworthige
SECOND	sw_hof_2_vik_reg_tamworthige
SECOND	sw_hof_2_vik_reg_snotingaham
FIRST	sw_hof_2_vik_reg_tintagol
FIRST	sw_hof_2_vik_reg_steanford
SECOND	sw_hof_2_vik_reg_steanford
THIRD	sw_hof_2_vik_reg_seolesigge
THIRD	sw_hof_2_vik_reg_steanford
THIRD	sw_hof_2_vik_reg_snotingaham
FOURTH	sw_hof_2_vik_reg_seolesigge
FOURTH	sw_hof_2_vik_reg_scoan
FOURTH	sw_hof_2_vik_reg_snotingaham
FIRST	sw_hof_2_vik_reg_seolesigge
SECOND	sw_hof_2_vik_reg_seolesigge
SECOND	sw_hof_2_vik_reg_rendlesham
FIRST	sw_hof_2_vik_reg_snotingaham
FIRST	sw_hof_2_vik_reg_scoan
SECOND	sw_hof_2_vik_reg_scoan
THIRD	sw_hof_2_vik_reg_scoan
THIRD	sw_hof_2_vik_reg_rendlesham
THIRD	sw_hof_2_vik_reg_rath_cruachan
FOURTH	sw_hof_2_vik_reg_rath_cruachan
FOURTH	sw_hof_2_vik_reg_northwic
FIRST	sw_hof_2_vik_reg_rath_cruachan
FOURTH	sw_hof_2_vik_reg_rendlesham
SECOND	sw_hof_2_vik_reg_northhamtun
FIRST	sw_hof_2_vik_reg_rendlesham
SECOND	sw_hof_2_vik_reg_rath_cruachan
FIRST	sw_hof_2_vik_reg_northwic
SECOND	sw_hof_2_vik_reg_northwic
THIRD	sw_hof_2_vik_reg_northwic
THIRD	sw_hof_2_vik_reg_northhamtun
THIRD	sw_hof_2_vik_reg_nas
FOURTH	sw_hof_2_vik_reg_nas
FOURTH	sw_hof_2_vik_reg_mameceaster
FIRST	sw_hof_2_vik_reg_nas
FOURTH	sw_hof_2_vik_reg_northhamtun
SECOND	sw_hof_2_vik_reg_lunden
FIRST	sw_hof_2_vik_reg_northhamtun
SECOND	sw_hof_2_vik_reg_nas
FIRST	sw_hof_2_vik_reg_mameceaster
SECOND	sw_hof_2_vik_reg_mameceaster
THIRD	sw_hof_2_vik_reg_mameceaster
THIRD	sw_hof_2_vik_reg_lunden
THIRD	sw_hof_2_vik_reg_loidis
FOURTH	sw_hof_2_vik_reg_loidis
FOURTH	sw_hof_2_vik_reg_lindcylne
FIRST	sw_hof_2_vik_reg_loidis
FOURTH	sw_hof_2_vik_reg_lunden
SECOND	sw_hof_2_vik_reg_ioua
FIRST	sw_hof_2_vik_reg_lunden
SECOND	sw_hof_2_vik_reg_loidis
FIRST	sw_hof_2_vik_reg_lindcylne
SECOND	sw_hof_2_vik_reg_lindcylne
THIRD	sw_hof_2_vik_reg_lindcylne
THIRD	sw_hof_2_vik_reg_ioua
THIRD	sw_hof_2_vik_reg_inis_faithlenn
FOURTH	sw_hof_2_vik_reg_inis_faithlenn
FOURTH	sw_hof_2_vik_reg_hlymrekr
FIRST	sw_hof_2_vik_reg_inis_faithlenn
FOURTH	sw_hof_2_vik_reg_ioua
SECOND	sw_hof_2_vik_reg_haestingas
FIRST	sw_hof_2_vik_reg_ioua
SECOND	sw_hof_2_vik_reg_inis_faithlenn
FIRST	sw_hof_2_vik_reg_hlymrekr
SECOND	sw_hof_2_vik_reg_hlymrekr
THIRD	sw_hof_2_vik_reg_hlymrekr
THIRD	sw_hof_2_vik_reg_haestingas
THIRD	sw_hof_2_vik_reg_guvan
FOURTH	sw_hof_2_vik_reg_guvan
FOURTH	sw_hof_2_vik_reg_grianan_aileach
FIRST	sw_hof_2_vik_reg_guvan
FOURTH	sw_hof_2_vik_reg_haestingas
SECOND	sw_hof_2_vik_reg_grantabrycg
FIRST	sw_hof_2_vik_reg_haestingas
SECOND	sw_hof_2_vik_reg_guvan
FIRST	sw_hof_2_vik_reg_grianan_aileach
SECOND	sw_hof_2_vik_reg_grianan_aileach
THIRD	sw_hof_2_vik_reg_grianan_aileach
THIRD	sw_hof_2_vik_reg_grantabrycg
THIRD	sw_hof_2_vik_reg_gleawceaster
FOURTH	sw_hof_2_vik_reg_gleawceaster
FOURTH	sw_hof_2_vik_reg_exanceaster
FIRST	sw_hof_2_vik_reg_gleawceaster
FOURTH	sw_hof_2_vik_reg_grantabrycg
SECOND	sw_hof_2_vik_reg_eoferwic
FIRST	sw_hof_2_vik_reg_grantabrycg
SECOND	sw_hof_2_vik_reg_gleawceaster
FIRST	sw_hof_2_vik_reg_exanceaster
SECOND	sw_hof_2_vik_reg_exanceaster
THIRD	sw_hof_2_vik_reg_exanceaster
THIRD	sw_hof_2_vik_reg_eoferwic
THIRD	sw_hof_2_vik_reg_eidenburg
FOURTH	sw_hof_2_vik_reg_eidenburg
FOURTH	sw_hof_2_vik_reg_dyflin
FIRST	sw_hof_2_vik_reg_eidenburg
FOURTH	sw_hof_2_vik_reg_eoferwic
SECOND	sw_hof_2_vik_reg_dun_sebuirgi
FIRST	sw_hof_2_vik_reg_eoferwic
SECOND	sw_hof_2_vik_reg_eidenburg
FIRST	sw_hof_2_vik_reg_dyflin
SECOND	sw_hof_2_vik_reg_dyflin
THIRD	sw_hof_2_vik_reg_dyflin
THIRD	sw_hof_2_vik_reg_dun_sebuirgi
THIRD	sw_hof_2_vik_reg_dun_patraic
FOURTH	sw_hof_2_vik_reg_dun_patraic
FOURTH	sw_hof_2_vik_reg_dun_foither
FIRST	sw_hof_2_vik_reg_dun_patraic
FOURTH	sw_hof_2_vik_reg_dun_sebuirgi
FOURTH	sw_hof_2_vik_reg_dun_att
FIRST	sw_hof_2_vik_reg_dun_sebuirgi
SECOND	sw_hof_2_vik_reg_dun_patraic
SECOND	sw_hof_2_vik_reg_dun_foither
THIRD	sw_hof_2_vik_reg_dun_foither
FIRST	sw_hof_2_vik_reg_dun_foither
SECOND	sw_hof_2_vik_reg_dun_att
FOURTH	sw_hof_2_vik_reg_druim_da_ethiar
FIRST	sw_hof_2_vik_reg_dun_att
FOURTH	sw_hof_2_vik_reg_doreceaster
FIRST	sw_hof_2_vik_reg_druim_da_ethiar
THIRD	sw_hof_2_vik_reg_dun_att
FOURTH	sw_hof_2_vik_reg_dinefwr
SECOND	sw_hof_2_vik_reg_druim_da_ethiar
THIRD	sw_hof_2_vik_reg_druim_da_ethiar
SECOND	sw_hof_2_vik_reg_doreceaster
THIRD	sw_hof_2_vik_reg_doreceaster
FIRST	sw_hof_2_vik_reg_doreceaster
SECOND	sw_hof_2_vik_reg_dinefwr
FOURTH	sw_hof_2_vik_reg_corcach
FIRST	sw_hof_2_vik_reg_dinefwr
FOURTH	sw_hof_2_vik_reg_colneceaster
FIRST	sw_hof_2_vik_reg_corcach
THIRD	sw_hof_2_vik_reg_dinefwr
FOURTH	sw_hof_2_vik_reg_cippanhamm
SECOND	sw_hof_2_vik_reg_corcach
THIRD	sw_hof_2_vik_reg_corcach
SECOND	sw_hof_2_vik_reg_colneceaster
THIRD	sw_hof_2_vik_reg_colneceaster
FIRST	sw_hof_2_vik_reg_colneceaster
SECOND	sw_hof_2_vik_reg_cippanhamm
FOURTH	sw_hof_2_vik_reg_cetretha
FIRST	sw_hof_2_vik_reg_cippanhamm
FOURTH	sw_hof_2_vik_reg_ceaster
FIRST	sw_hof_2_vik_reg_cetretha
THIRD	sw_hof_2_vik_reg_cippanhamm
FOURTH	sw_hof_2_vik_reg_cathair_commain
SECOND	sw_hof_2_vik_reg_cetretha
THIRD	sw_hof_2_vik_reg_cetretha
SECOND	sw_hof_2_vik_reg_ceaster
THIRD	sw_hof_2_vik_reg_ceaster
FIRST	sw_hof_2_vik_reg_ceaster
SECOND	sw_hof_2_vik_reg_cathair_commain
FOURTH	sw_hof_2_vik_reg_casteltoun
FIRST	sw_hof_2_vik_reg_cathair_commain
FOURTH	sw_hof_2_vik_reg_carleol
FIRST	sw_hof_2_vik_reg_casteltoun
THIRD	sw_hof_2_vik_reg_cathair_commain
FOURTH	sw_hof_2_vik_reg_cantwaraburg
SECOND	sw_hof_2_vik_reg_casteltoun
THIRD	sw_hof_2_vik_reg_casteltoun
SECOND	sw_hof_2_vik_reg_carleol
THIRD	sw_hof_2_vik_reg_carleol
FIRST	sw_hof_2_vik_reg_carleol
SECOND	sw_hof_2_vik_reg_cantwaraburg
FOURTH	sw_hof_2_vik_reg_caisil
FIRST	sw_hof_2_vik_reg_cantwaraburg
FOURTH	sw_hof_2_vik_reg_cair_gwent
FIRST	sw_hof_2_vik_reg_caisil
THIRD	sw_hof_2_vik_reg_cantwaraburg
FOURTH	sw_hof_2_vik_reg_bornais
SECOND	sw_hof_2_vik_reg_caisil
THIRD	sw_hof_2_vik_reg_caisil
SECOND	sw_hof_2_vik_reg_cair_gwent
THIRD	sw_hof_2_vik_reg_cair_gwent
FIRST	sw_hof_2_vik_reg_cair_gwent
SECOND	sw_hof_2_vik_reg_bornais
FOURTH	sw_hof_2_vik_reg_blascona
FIRST	sw_hof_2_vik_reg_bornais
FOURTH	sw_hof_2_vik_reg_bebbanburg
FIRST	sw_hof_2_vik_reg_blascona
THIRD	sw_hof_2_vik_reg_bornais
FOURTH	sw_hof_2_vik_reg_airchardan
SECOND	sw_hof_2_vik_reg_blascona
THIRD	sw_hof_2_vik_reg_blascona
SECOND	sw_hof_2_vik_reg_bebbanburg
THIRD	sw_hof_2_vik_reg_bebbanburg
FIRST	sw_hof_2_vik_reg_bebbanburg
SECOND	sw_hof_2_vik_reg_airchardan
FOURTH	sw_hof_2_vik_reg_aethelingaeg
FIRST	sw_hof_2_vik_reg_airchardan
FOURTH	sw_hof_2_vik_reg_achadh_bo
FIRST	sw_hof_2_vik_reg_aethelingaeg
THIRD	sw_hof_2_vik_reg_airchardan
SECOND	sw_hof_2_vik_reg_aethelingaeg
THIRD	sw_hof_2_vik_reg_aethelingaeg
FOURTH	sw_hof_2_vik_reg_aberteifi
FIRST	sw_hof_2_vik_reg_achadh_bo
SECOND	sw_hof_2_vik_reg_achadh_bo
THIRD	sw_hof_2_vik_reg_achadh_bo
FOURTH	sw_hof_2_vik_reg_aberffro
FIRST	sw_hof_2_vik_reg_aberteifi
SECOND	sw_hof_2_vik_reg_aberteifi
THIRD	sw_hof_2_vik_reg_aberteifi
FOURTH	sw_hof_1_vik_reg_wintanceaster
FIRST	sw_hof_2_vik_reg_aberffro
SECOND	sw_hof_2_vik_reg_aberffro
THIRD	sw_hof_2_vik_reg_aberffro
FOURTH	sw_hof_1_vik_reg_werham
FIRST	sw_hof_1_vik_reg_wintanceaster
SECOND	sw_hof_1_vik_reg_wintanceaster
THIRD	sw_hof_1_vik_reg_wintanceaster
FOURTH	sw_hof_1_vik_reg_waerincwicum
FIRST	sw_hof_1_vik_reg_werham
SECOND	sw_hof_1_vik_reg_werham
THIRD	sw_hof_1_vik_reg_werham
FOURTH	sw_hof_1_vik_reg_veisafjordr
FIRST	sw_hof_1_vik_reg_waerincwicum
SECOND	sw_hof_1_vik_reg_waerincwicum
THIRD	sw_hof_1_vik_reg_waerincwicum
FOURTH	sw_hof_1_vik_reg_vedrafjordr
FIRST	sw_hof_1_vik_reg_veisafjordr
SECOND	sw_hof_1_vik_reg_veisafjordr
THIRD	sw_hof_1_vik_reg_veisafjordr
FOURTH	sw_hof_1_vik_reg_tor_in_duine
FIRST	sw_hof_1_vik_reg_vedrafjordr
SECOND	sw_hof_1_vik_reg_vedrafjordr
THIRD	sw_hof_1_vik_reg_vedrafjordr
FOURTH	sw_hof_1_vik_reg_tintagol
FIRST	sw_hof_1_vik_reg_tor_in_duine
SECOND	sw_hof_1_vik_reg_tor_in_duine
THIRD	sw_hof_1_vik_reg_tor_in_duine
FOURTH	sw_hof_1_vik_reg_tamworthige
FIRST	sw_hof_1_vik_reg_tintagol
SECOND	sw_hof_1_vik_reg_tintagol
THIRD	sw_hof_1_vik_reg_tintagol
FOURTH	sw_hof_1_vik_reg_steanford
FIRST	sw_hof_1_vik_reg_tamworthige
SECOND	sw_hof_1_vik_reg_tamworthige
THIRD	sw_hof_1_vik_reg_tamworthige
FOURTH	sw_hof_1_vik_reg_snotingaham
FIRST	sw_hof_1_vik_reg_steanford
SECOND	sw_hof_1_vik_reg_steanford
THIRD	sw_hof_1_vik_reg_steanford
FOURTH	sw_hof_1_vik_reg_seolesigge
FIRST	sw_hof_1_vik_reg_snotingaham
SECOND	sw_hof_1_vik_reg_snotingaham
THIRD	sw_hof_1_vik_reg_snotingaham
FOURTH	sw_hof_1_vik_reg_scoan
FIRST	sw_hof_1_vik_reg_seolesigge
SECOND	sw_hof_1_vik_reg_seolesigge
THIRD	sw_hof_1_vik_reg_seolesigge
FOURTH	sw_hof_1_vik_reg_rendlesham
FIRST	sw_hof_1_vik_reg_scoan
SECOND	sw_hof_1_vik_reg_scoan
THIRD	sw_hof_1_vik_reg_scoan
FOURTH	sw_hof_1_vik_reg_rath_cruachan
FIRST	sw_hof_1_vik_reg_rendlesham
SECOND	sw_hof_1_vik_reg_rendlesham
THIRD	sw_hof_1_vik_reg_rendlesham
FOURTH	sw_hof_1_vik_reg_northwic
FIRST	sw_hof_1_vik_reg_rath_cruachan
SECOND	sw_hof_1_vik_reg_rath_cruachan
THIRD	sw_hof_1_vik_reg_rath_cruachan
FOURTH	sw_hof_1_vik_reg_northhamtun
FIRST	sw_hof_1_vik_reg_northwic
SECOND	sw_hof_1_vik_reg_northwic
THIRD	sw_hof_1_vik_reg_northwic
FOURTH	sw_hof_1_vik_reg_nas
FIRST	sw_hof_1_vik_reg_northhamtun
SECOND	sw_hof_1_vik_reg_northhamtun
THIRD	sw_hof_1_vik_reg_northhamtun
FOURTH	sw_hof_1_vik_reg_mameceaster
FIRST	sw_hof_1_vik_reg_nas
SECOND	sw_hof_1_vik_reg_nas
THIRD	sw_hof_1_vik_reg_nas
FOURTH	sw_hof_1_vik_reg_lunden
FIRST	sw_hof_1_vik_reg_mameceaster
SECOND	sw_hof_1_vik_reg_mameceaster
THIRD	sw_hof_1_vik_reg_mameceaster
FOURTH	sw_hof_1_vik_reg_loidis
FIRST	sw_hof_1_vik_reg_lunden
SECOND	sw_hof_1_vik_reg_lunden
THIRD	sw_hof_1_vik_reg_lunden
FOURTH	sw_hof_1_vik_reg_lindcylne
FIRST	sw_hof_1_vik_reg_loidis
SECOND	sw_hof_1_vik_reg_loidis
THIRD	sw_hof_1_vik_reg_loidis
FOURTH	sw_hof_1_vik_reg_ioua
FIRST	sw_hof_1_vik_reg_lindcylne
SECOND	sw_hof_1_vik_reg_lindcylne
THIRD	sw_hof_1_vik_reg_lindcylne
FOURTH	sw_hof_1_vik_reg_inis_faithlenn
FIRST	sw_hof_1_vik_reg_ioua
SECOND	sw_hof_1_vik_reg_ioua
THIRD	sw_hof_1_vik_reg_ioua
FOURTH	sw_hof_1_vik_reg_hlymrekr
FIRST	sw_hof_1_vik_reg_inis_faithlenn
SECOND	sw_hof_1_vik_reg_inis_faithlenn
THIRD	sw_hof_1_vik_reg_inis_faithlenn
FOURTH	sw_hof_1_vik_reg_haestingas
FIRST	sw_hof_1_vik_reg_hlymrekr
SECOND	sw_hof_1_vik_reg_hlymrekr
THIRD	sw_hof_1_vik_reg_hlymrekr
FOURTH	sw_hof_1_vik_reg_guvan
FIRST	sw_hof_1_vik_reg_haestingas
SECOND	sw_hof_1_vik_reg_haestingas
THIRD	sw_hof_1_vik_reg_haestingas
FOURTH	sw_hof_1_vik_reg_grianan_aileach
FIRST	sw_hof_1_vik_reg_guvan
SECOND	sw_hof_1_vik_reg_guvan
THIRD	sw_hof_1_vik_reg_guvan
FOURTH	sw_hof_1_vik_reg_grantabrycg
FIRST	sw_hof_1_vik_reg_grianan_aileach
SECOND	sw_hof_1_vik_reg_grianan_aileach
THIRD	sw_hof_1_vik_reg_grianan_aileach
FOURTH	sw_hof_1_vik_reg_gleawceaster
FIRST	sw_hof_1_vik_reg_grantabrycg
SECOND	sw_hof_1_vik_reg_grantabrycg
THIRD	sw_hof_1_vik_reg_grantabrycg
FOURTH	sw_hof_1_vik_reg_exanceaster
FIRST	sw_hof_1_vik_reg_gleawceaster
SECOND	sw_hof_1_vik_reg_gleawceaster
THIRD	sw_hof_1_vik_reg_gleawceaster
FOURTH	sw_hof_1_vik_reg_eoferwic
FIRST	sw_hof_1_vik_reg_exanceaster
SECOND	sw_hof_1_vik_reg_exanceaster
THIRD	sw_hof_1_vik_reg_exanceaster
FOURTH	sw_hof_1_vik_reg_eidenburg
FIRST	sw_hof_1_vik_reg_eoferwic
SECOND	sw_hof_1_vik_reg_eoferwic
THIRD	sw_hof_1_vik_reg_eoferwic
FOURTH	sw_hof_1_vik_reg_dyflin
FIRST	sw_hof_1_vik_reg_eidenburg
SECOND	sw_hof_1_vik_reg_eidenburg
THIRD	sw_hof_1_vik_reg_eidenburg
FOURTH	sw_hof_1_vik_reg_dun_sebuirgi
FIRST	sw_hof_1_vik_reg_dyflin
SECOND	sw_hof_1_vik_reg_dyflin
THIRD	sw_hof_1_vik_reg_dyflin
FOURTH	sw_hof_1_vik_reg_dun_patraic
FIRST	sw_hof_1_vik_reg_dun_sebuirgi
SECOND	sw_hof_1_vik_reg_dun_sebuirgi
THIRD	sw_hof_1_vik_reg_dun_sebuirgi
FOURTH	sw_hof_1_vik_reg_dun_foither
FIRST	sw_hof_1_vik_reg_dun_patraic
SECOND	sw_hof_1_vik_reg_dun_patraic
THIRD	sw_hof_1_vik_reg_dun_patraic
FOURTH	sw_hof_1_vik_reg_dun_att
FIRST	sw_hof_1_vik_reg_dun_foither
SECOND	sw_hof_1_vik_reg_dun_foither
THIRD	sw_hof_1_vik_reg_dun_foither
FOURTH	sw_hof_1_vik_reg_druim_da_ethiar
FIRST	sw_hof_1_vik_reg_dun_att
SECOND	sw_hof_1_vik_reg_dun_att
THIRD	sw_hof_1_vik_reg_dun_att
FOURTH	sw_hof_1_vik_reg_doreceaster
FIRST	sw_hof_1_vik_reg_druim_da_ethiar
SECOND	sw_hof_1_vik_reg_druim_da_ethiar
THIRD	sw_hof_1_vik_reg_druim_da_ethiar
FOURTH	sw_hof_1_vik_reg_dinefwr
FIRST	sw_hof_1_vik_reg_doreceaster
SECOND	sw_hof_1_vik_reg_doreceaster
THIRD	sw_hof_1_vik_reg_doreceaster
FOURTH	sw_hof_1_vik_reg_corcach
FIRST	sw_hof_1_vik_reg_dinefwr
SECOND	sw_hof_1_vik_reg_dinefwr
THIRD	sw_hof_1_vik_reg_dinefwr
FOURTH	sw_hof_1_vik_reg_colneceaster
FIRST	sw_hof_1_vik_reg_corcach
SECOND	sw_hof_1_vik_reg_corcach
THIRD	sw_hof_1_vik_reg_corcach
FOURTH	sw_hof_1_vik_reg_cippanhamm
