id	choice_key	dilemma_key	payload_key	value
27274265	FIRST	sw_foreign_plot_governor_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274266	SECOND	sw_foreign_plot_governor_vik_reg_dyflin	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274267	SECOND	sw_foreign_plot_governor_vik_reg_dyflin	TREASURY	AMOUNT[-1000]
27274268	THIRD	sw_foreign_plot_governor_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274269	FIRST	sw_foreign_plot_governor_vik_reg_eidenburg	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274270	FIRST	sw_foreign_plot_governor_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274271	SECOND	sw_foreign_plot_governor_vik_reg_eidenburg	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274272	SECOND	sw_foreign_plot_governor_vik_reg_eidenburg	TREASURY	AMOUNT[-1000]
27274273	THIRD	sw_foreign_plot_governor_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274274	FIRST	sw_foreign_plot_governor_vik_reg_eidenburg	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274275	FIRST	sw_foreign_plot_governor_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274276	SECOND	sw_foreign_plot_governor_vik_reg_eidenburg	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274277	SECOND	sw_foreign_plot_governor_vik_reg_eidenburg	TREASURY	AMOUNT[-1000]
27274278	THIRD	sw_foreign_plot_governor_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274279	FIRST	sw_foreign_plot_governor_vik_reg_eoferwic	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274280	FIRST	sw_foreign_plot_governor_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274281	SECOND	sw_foreign_plot_governor_vik_reg_eoferwic	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274282	SECOND	sw_foreign_plot_governor_vik_reg_eoferwic	TREASURY	AMOUNT[-1000]
27274283	THIRD	sw_foreign_plot_governor_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274284	FIRST	sw_foreign_plot_governor_vik_reg_eoferwic	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274285	FIRST	sw_foreign_plot_governor_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274286	SECOND	sw_foreign_plot_governor_vik_reg_eoferwic	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274287	SECOND	sw_foreign_plot_governor_vik_reg_eoferwic	TREASURY	AMOUNT[-1000]
27274288	THIRD	sw_foreign_plot_governor_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274289	FIRST	sw_foreign_plot_governor_vik_reg_exanceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274290	FIRST	sw_foreign_plot_governor_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274291	SECOND	sw_foreign_plot_governor_vik_reg_exanceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274292	SECOND	sw_foreign_plot_governor_vik_reg_exanceaster	TREASURY	AMOUNT[-1000]
27274293	THIRD	sw_foreign_plot_governor_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274294	FIRST	sw_foreign_plot_governor_vik_reg_exanceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274295	FIRST	sw_foreign_plot_governor_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274296	SECOND	sw_foreign_plot_governor_vik_reg_exanceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274297	SECOND	sw_foreign_plot_governor_vik_reg_exanceaster	TREASURY	AMOUNT[-1000]
27274298	THIRD	sw_foreign_plot_governor_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274299	FIRST	sw_foreign_plot_governor_vik_reg_gleawceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274300	FIRST	sw_foreign_plot_governor_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274301	SECOND	sw_foreign_plot_governor_vik_reg_gleawceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274302	SECOND	sw_foreign_plot_governor_vik_reg_gleawceaster	TREASURY	AMOUNT[-1000]
27274303	THIRD	sw_foreign_plot_governor_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274304	FIRST	sw_foreign_plot_governor_vik_reg_gleawceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274305	FIRST	sw_foreign_plot_governor_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274306	SECOND	sw_foreign_plot_governor_vik_reg_gleawceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274307	SECOND	sw_foreign_plot_governor_vik_reg_gleawceaster	TREASURY	AMOUNT[-1000]
27274308	THIRD	sw_foreign_plot_governor_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274309	FIRST	sw_foreign_plot_governor_vik_reg_grantabrycg	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274310	FIRST	sw_foreign_plot_governor_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274311	SECOND	sw_foreign_plot_governor_vik_reg_grantabrycg	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274312	SECOND	sw_foreign_plot_governor_vik_reg_grantabrycg	TREASURY	AMOUNT[-1000]
27274313	THIRD	sw_foreign_plot_governor_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274314	FIRST	sw_foreign_plot_governor_vik_reg_grantabrycg	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274315	FIRST	sw_foreign_plot_governor_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274316	SECOND	sw_foreign_plot_governor_vik_reg_grantabrycg	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274317	SECOND	sw_foreign_plot_governor_vik_reg_grantabrycg	TREASURY	AMOUNT[-1000]
27274318	THIRD	sw_foreign_plot_governor_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274319	FIRST	sw_foreign_plot_governor_vik_reg_grianan_aileach	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274320	FIRST	sw_foreign_plot_governor_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274321	SECOND	sw_foreign_plot_governor_vik_reg_grianan_aileach	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274322	SECOND	sw_foreign_plot_governor_vik_reg_grianan_aileach	TREASURY	AMOUNT[-1000]
27274323	THIRD	sw_foreign_plot_governor_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274324	FIRST	sw_foreign_plot_governor_vik_reg_grianan_aileach	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274325	FIRST	sw_foreign_plot_governor_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274326	SECOND	sw_foreign_plot_governor_vik_reg_grianan_aileach	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274327	SECOND	sw_foreign_plot_governor_vik_reg_grianan_aileach	TREASURY	AMOUNT[-1000]
27274328	THIRD	sw_foreign_plot_governor_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274329	FIRST	sw_foreign_plot_governor_vik_reg_guvan	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274330	FIRST	sw_foreign_plot_governor_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274331	SECOND	sw_foreign_plot_governor_vik_reg_guvan	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274332	SECOND	sw_foreign_plot_governor_vik_reg_guvan	TREASURY	AMOUNT[-1000]
27274333	THIRD	sw_foreign_plot_governor_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274334	FIRST	sw_foreign_plot_governor_vik_reg_guvan	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274335	FIRST	sw_foreign_plot_governor_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274336	SECOND	sw_foreign_plot_governor_vik_reg_guvan	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274337	SECOND	sw_foreign_plot_governor_vik_reg_guvan	TREASURY	AMOUNT[-1000]
27274338	THIRD	sw_foreign_plot_governor_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274339	FIRST	sw_foreign_plot_governor_vik_reg_haestingas	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274340	FIRST	sw_foreign_plot_governor_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274341	SECOND	sw_foreign_plot_governor_vik_reg_haestingas	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274342	SECOND	sw_foreign_plot_governor_vik_reg_haestingas	TREASURY	AMOUNT[-1000]
27274343	THIRD	sw_foreign_plot_governor_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274344	FIRST	sw_foreign_plot_governor_vik_reg_haestingas	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274345	FIRST	sw_foreign_plot_governor_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274346	SECOND	sw_foreign_plot_governor_vik_reg_haestingas	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274347	SECOND	sw_foreign_plot_governor_vik_reg_haestingas	TREASURY	AMOUNT[-1000]
27274348	THIRD	sw_foreign_plot_governor_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274349	FIRST	sw_foreign_plot_governor_vik_reg_hlymrekr	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274350	FIRST	sw_foreign_plot_governor_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274351	SECOND	sw_foreign_plot_governor_vik_reg_hlymrekr	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274352	SECOND	sw_foreign_plot_governor_vik_reg_hlymrekr	TREASURY	AMOUNT[-1000]
27274353	THIRD	sw_foreign_plot_governor_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274354	FIRST	sw_foreign_plot_governor_vik_reg_hlymrekr	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274355	FIRST	sw_foreign_plot_governor_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274356	SECOND	sw_foreign_plot_governor_vik_reg_hlymrekr	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274357	SECOND	sw_foreign_plot_governor_vik_reg_hlymrekr	TREASURY	AMOUNT[-1000]
27274358	THIRD	sw_foreign_plot_governor_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274359	FIRST	sw_foreign_plot_governor_vik_reg_inis_faithlenn	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274360	FIRST	sw_foreign_plot_governor_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274361	SECOND	sw_foreign_plot_governor_vik_reg_inis_faithlenn	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274362	SECOND	sw_foreign_plot_governor_vik_reg_inis_faithlenn	TREASURY	AMOUNT[-1000]
27274363	THIRD	sw_foreign_plot_governor_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274364	FIRST	sw_foreign_plot_governor_vik_reg_inis_faithlenn	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274365	FIRST	sw_foreign_plot_governor_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274366	SECOND	sw_foreign_plot_governor_vik_reg_inis_faithlenn	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274367	SECOND	sw_foreign_plot_governor_vik_reg_inis_faithlenn	TREASURY	AMOUNT[-1000]
27274368	THIRD	sw_foreign_plot_governor_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274369	FIRST	sw_foreign_plot_governor_vik_reg_ioua	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274370	FIRST	sw_foreign_plot_governor_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274371	SECOND	sw_foreign_plot_governor_vik_reg_ioua	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274372	SECOND	sw_foreign_plot_governor_vik_reg_ioua	TREASURY	AMOUNT[-1000]
27274373	THIRD	sw_foreign_plot_governor_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274374	FIRST	sw_foreign_plot_governor_vik_reg_ioua	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274375	FIRST	sw_foreign_plot_governor_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274376	SECOND	sw_foreign_plot_governor_vik_reg_ioua	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274377	SECOND	sw_foreign_plot_governor_vik_reg_ioua	TREASURY	AMOUNT[-1000]
27274378	THIRD	sw_foreign_plot_governor_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274379	FIRST	sw_foreign_plot_governor_vik_reg_lindcylne	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274380	FIRST	sw_foreign_plot_governor_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274381	SECOND	sw_foreign_plot_governor_vik_reg_lindcylne	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274382	SECOND	sw_foreign_plot_governor_vik_reg_lindcylne	TREASURY	AMOUNT[-1000]
27274383	THIRD	sw_foreign_plot_governor_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274384	FIRST	sw_foreign_plot_governor_vik_reg_lindcylne	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274385	FIRST	sw_foreign_plot_governor_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274386	SECOND	sw_foreign_plot_governor_vik_reg_lindcylne	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274387	SECOND	sw_foreign_plot_governor_vik_reg_lindcylne	TREASURY	AMOUNT[-1000]
27274388	THIRD	sw_foreign_plot_governor_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274389	FIRST	sw_foreign_plot_governor_vik_reg_loidis	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274390	FIRST	sw_foreign_plot_governor_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274391	SECOND	sw_foreign_plot_governor_vik_reg_loidis	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274392	SECOND	sw_foreign_plot_governor_vik_reg_loidis	TREASURY	AMOUNT[-1000]
27274393	THIRD	sw_foreign_plot_governor_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274394	FIRST	sw_foreign_plot_governor_vik_reg_loidis	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274395	FIRST	sw_foreign_plot_governor_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274396	SECOND	sw_foreign_plot_governor_vik_reg_loidis	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274397	SECOND	sw_foreign_plot_governor_vik_reg_loidis	TREASURY	AMOUNT[-1000]
27274398	THIRD	sw_foreign_plot_governor_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274399	FIRST	sw_foreign_plot_governor_vik_reg_lunden	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274400	FIRST	sw_foreign_plot_governor_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274401	SECOND	sw_foreign_plot_governor_vik_reg_lunden	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274402	SECOND	sw_foreign_plot_governor_vik_reg_lunden	TREASURY	AMOUNT[-1000]
27274403	THIRD	sw_foreign_plot_governor_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274404	FIRST	sw_foreign_plot_governor_vik_reg_lunden	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274405	FIRST	sw_foreign_plot_governor_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274406	SECOND	sw_foreign_plot_governor_vik_reg_lunden	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274407	SECOND	sw_foreign_plot_governor_vik_reg_lunden	TREASURY	AMOUNT[-1000]
27274408	THIRD	sw_foreign_plot_governor_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274409	FIRST	sw_foreign_plot_governor_vik_reg_mameceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274410	FIRST	sw_foreign_plot_governor_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274411	SECOND	sw_foreign_plot_governor_vik_reg_mameceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274412	SECOND	sw_foreign_plot_governor_vik_reg_mameceaster	TREASURY	AMOUNT[-1000]
27274413	THIRD	sw_foreign_plot_governor_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274414	FIRST	sw_foreign_plot_governor_vik_reg_mameceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274415	FIRST	sw_foreign_plot_governor_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274416	SECOND	sw_foreign_plot_governor_vik_reg_mameceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274417	SECOND	sw_foreign_plot_governor_vik_reg_mameceaster	TREASURY	AMOUNT[-1000]
27274418	THIRD	sw_foreign_plot_governor_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274419	FIRST	sw_foreign_plot_governor_vik_reg_nas	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274420	FIRST	sw_foreign_plot_governor_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274421	SECOND	sw_foreign_plot_governor_vik_reg_nas	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274422	SECOND	sw_foreign_plot_governor_vik_reg_nas	TREASURY	AMOUNT[-1000]
27274423	THIRD	sw_foreign_plot_governor_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274424	FIRST	sw_foreign_plot_governor_vik_reg_nas	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274425	FIRST	sw_foreign_plot_governor_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274426	SECOND	sw_foreign_plot_governor_vik_reg_nas	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274427	SECOND	sw_foreign_plot_governor_vik_reg_nas	TREASURY	AMOUNT[-1000]
27274428	THIRD	sw_foreign_plot_governor_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274429	FIRST	sw_foreign_plot_governor_vik_reg_northhamtun	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274430	FIRST	sw_foreign_plot_governor_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274431	SECOND	sw_foreign_plot_governor_vik_reg_northhamtun	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274432	SECOND	sw_foreign_plot_governor_vik_reg_northhamtun	TREASURY	AMOUNT[-1000]
27274433	THIRD	sw_foreign_plot_governor_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274434	FIRST	sw_foreign_plot_governor_vik_reg_northhamtun	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274435	FIRST	sw_foreign_plot_governor_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274436	SECOND	sw_foreign_plot_governor_vik_reg_northhamtun	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274437	SECOND	sw_foreign_plot_governor_vik_reg_northhamtun	TREASURY	AMOUNT[-1000]
27274438	THIRD	sw_foreign_plot_governor_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274439	FIRST	sw_foreign_plot_governor_vik_reg_northwic	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274440	FIRST	sw_foreign_plot_governor_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274441	SECOND	sw_foreign_plot_governor_vik_reg_northwic	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274442	SECOND	sw_foreign_plot_governor_vik_reg_northwic	TREASURY	AMOUNT[-1000]
27274443	THIRD	sw_foreign_plot_governor_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274444	FIRST	sw_foreign_plot_governor_vik_reg_northwic	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274445	FIRST	sw_foreign_plot_governor_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274446	SECOND	sw_foreign_plot_governor_vik_reg_northwic	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274447	SECOND	sw_foreign_plot_governor_vik_reg_northwic	TREASURY	AMOUNT[-1000]
27274448	THIRD	sw_foreign_plot_governor_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274449	FIRST	sw_foreign_plot_governor_vik_reg_rath_cruachan	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274450	FIRST	sw_foreign_plot_governor_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274451	SECOND	sw_foreign_plot_governor_vik_reg_rath_cruachan	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274452	SECOND	sw_foreign_plot_governor_vik_reg_rath_cruachan	TREASURY	AMOUNT[-1000]
27274453	THIRD	sw_foreign_plot_governor_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274454	FIRST	sw_foreign_plot_governor_vik_reg_rath_cruachan	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274455	FIRST	sw_foreign_plot_governor_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274456	SECOND	sw_foreign_plot_governor_vik_reg_rath_cruachan	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274457	SECOND	sw_foreign_plot_governor_vik_reg_rath_cruachan	TREASURY	AMOUNT[-1000]
27274458	THIRD	sw_foreign_plot_governor_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274459	FIRST	sw_foreign_plot_governor_vik_reg_rendlesham	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274460	FIRST	sw_foreign_plot_governor_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274461	SECOND	sw_foreign_plot_governor_vik_reg_rendlesham	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274462	SECOND	sw_foreign_plot_governor_vik_reg_rendlesham	TREASURY	AMOUNT[-1000]
27274463	THIRD	sw_foreign_plot_governor_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274464	FIRST	sw_foreign_plot_governor_vik_reg_rendlesham	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274465	FIRST	sw_foreign_plot_governor_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274466	SECOND	sw_foreign_plot_governor_vik_reg_rendlesham	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274467	SECOND	sw_foreign_plot_governor_vik_reg_rendlesham	TREASURY	AMOUNT[-1000]
27274468	THIRD	sw_foreign_plot_governor_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274469	FIRST	sw_foreign_plot_governor_vik_reg_scoan	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274470	FIRST	sw_foreign_plot_governor_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274471	SECOND	sw_foreign_plot_governor_vik_reg_scoan	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274472	SECOND	sw_foreign_plot_governor_vik_reg_scoan	TREASURY	AMOUNT[-1000]
27274473	THIRD	sw_foreign_plot_governor_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274474	FIRST	sw_foreign_plot_governor_vik_reg_scoan	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274475	FIRST	sw_foreign_plot_governor_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274476	SECOND	sw_foreign_plot_governor_vik_reg_scoan	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274477	SECOND	sw_foreign_plot_governor_vik_reg_scoan	TREASURY	AMOUNT[-1000]
27274478	THIRD	sw_foreign_plot_governor_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274479	FIRST	sw_foreign_plot_governor_vik_reg_seolesigge	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274480	FIRST	sw_foreign_plot_governor_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274481	SECOND	sw_foreign_plot_governor_vik_reg_seolesigge	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274482	SECOND	sw_foreign_plot_governor_vik_reg_seolesigge	TREASURY	AMOUNT[-1000]
27274483	THIRD	sw_foreign_plot_governor_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274484	FIRST	sw_foreign_plot_governor_vik_reg_seolesigge	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
