building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
vik_trade_2					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	false	vik_trade_2_short	rom_PLACEHOLDER	true
vik_trade_3					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade_overseas	false	vik_port_trade_1_short	rom_PLACEHOLDER	true
vik_trade_4					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	true	vik_port_trade_2_short	rom_PLACEHOLDER	true
vik_trade_5					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	true	vik_port_trade_3_short	rom_PLACEHOLDER	true
vik_trade_b_2					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	true	vik_trade_b_2	rom_PLACEHOLDER	true
vik_trade_b_3					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	true	vik_trade_b_3	rom_PLACEHOLDER	true
vik_trade_b_4					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	true	vik_trade_b_4	rom_PLACEHOLDER	true
vik_trade_b_5					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	true	vik_trade_b_5	rom_PLACEHOLDER	true
vik_warehouse_1					campaign_sho_castle_1_fort		vik_warehouse_long	vik_warehouse	false	vik_warehouse_1_short	rom_PLACEHOLDER	true
vik_warehouse_2					campaign_sho_castle_1_fort		vik_warehouse_long	vik_warehouse	false	vik_warehouse_2_short	rom_PLACEHOLDER	true
vik_warehouse_3					campaign_sho_castle_1_fort		vik_warehouse_long	vik_warehouse	false	vik_warehouse_3_short	rom_PLACEHOLDER	true
vik_wax_1					campaign_sho_castle_1_fort		vik_wax_long	vik_wax	false	vik_wax_1_short	rom_PLACEHOLDER	true
vik_wax_2					campaign_sho_castle_1_fort		vik_wax_long	vik_wax	false	vik_wax_2_short	rom_PLACEHOLDER	true
vik_wax_3					campaign_sho_castle_1_fort		vik_wax_long	vik_wax	false	vik_wax_3_short	rom_PLACEHOLDER	true
vik_wood_1					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_lumber	false	vik_wood_1_short	rom_PLACEHOLDER	true
vik_wood_2					campaign_sho_castle_1_fort		vik_wood_long	vik_fletcher	false	vik_wood_b_2	rom_PLACEHOLDER	true
vik_wood_3					campaign_sho_castle_1_fort		vik_wood_long	vik_fletcher	false	vik_wood_b_3	rom_PLACEHOLDER	true
vik_wood_4					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_lumber	true	vik_wood_4_short	rom_PLACEHOLDER	true
vik_wood_5					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_lumber	true	vik_wood_5_short	rom_PLACEHOLDER	true
vik_wood_b_2					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_carpenter	false	vik_wood_2_short	rom_PLACEHOLDER	true
vik_wood_b_3					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_carpenter	false	vik_wood_3_short	rom_PLACEHOLDER	true
vik_wood_b_4					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_lumber	true	vik_wood_b_2	rom_PLACEHOLDER	true
vik_wood_b_5					campaign_sho_castle_1_fort		vik_wood_long	vik_wood_carpenter	true	vik_wood_b_3	rom_PLACEHOLDER	true
vik_workshop_1					campaign_sho_castle_1_fort		vik_workshop_long	vik_workshop	false	vik_workshop_1_short	rom_PLACEHOLDER	true
vik_workshop_2					campaign_sho_castle_1_fort		vik_workshop_long	vik_workshop	false	vik_workshop_2_short	rom_PLACEHOLDER	true
vik_workshop_3					campaign_sho_castle_1_fort		vik_workshop_long	vik_workshop	false	vik_workshop_3_short	rom_PLACEHOLDER	true
vik_tools_b_2					campaign_sho_castle_1_fort		vik_tools_long	vik_ironsmith	true	vik_tools_b_2_short	rom_PLACEHOLDER	true
vik_tools_b_3					campaign_sho_castle_1_fort		vik_tools_long	vik_ironsmith	true	vik_tools_b_3_short	rom_PLACEHOLDER	true
vik_craft_merchant_b_2					campaign_sho_castle_1_fort		vik_craft_merchant_long	vik_tin_pewtersmith	false	vik_craft_merchant_b_2_short	rom_PLACEHOLDER	true
vik_craft_merchant_b_3					campaign_sho_castle_1_fort		vik_craft_merchant_long	vik_tin_pewtersmith	false	vik_craft_merchant_b_3_short	rom_PLACEHOLDER	true
vik_hof_1					campaign_sho_castle_1_fort		vik_hof_long	vik_hof	false	vik_hof_1_short	rom_PLACEHOLDER	true
vik_archery_1					campaign_sho_castle_1_fort		vik_archery_long	vik_archery	false	vik_archery_1_short	rom_PLACEHOLDER	true
vik_athletics_1					campaign_sho_castle_1_fort		vik_athletics_long	vik_athletics	false	vik_athletics_1_short	rom_PLACEHOLDER	true
vik_hof_2					campaign_sho_castle_1_fort		vik_hof_long	vik_hof	false	vik_hof_2_short	rom_PLACEHOLDER	true
vik_archery_2					campaign_sho_castle_1_fort		vik_archery_long	vik_archery	false	vik_archery_2_short	rom_PLACEHOLDER	true
vik_athletics_2					campaign_sho_castle_1_fort		vik_athletics_long	vik_athletics	false	vik_athletics_2_short	rom_PLACEHOLDER	true
vik_oxford_1					campaign_sho_castle_1_fort		vik_oxford_long	vik_oxford	false	vik_oxford_1_short	rom_PLACEHOLDER	true
vik_island_monastery_1					campaign_sho_castle_1_fort		vik_island_monastery_long	vik_island_monastery	false	vik_island_monastery_1_short	rom_PLACEHOLDER	true
vik_island_monastery_2					campaign_sho_castle_1_fort		vik_island_monastery_long	vik_island_monastery	false	vik_island_monastery_2_short	rom_PLACEHOLDER	true
vik_island_monastery_3					campaign_sho_castle_1_fort		vik_island_monastery_long	vik_island_monastery	false	vik_island_monastery_3_short	rom_PLACEHOLDER	true
vik_borough_1					campaign_sho_castle_1_fort		vik_borough_1	vik_borough	false	vik_borough_1_short	rom_PLACEHOLDER	true
vik_borough_2					campaign_sho_castle_1_fort		vik_borough_2	vik_borough	false	vik_borough_2_short	rom_PLACEHOLDER	true
vik_borough_3					campaign_sho_castle_1_fort		vik_borough_3	vik_borough	false	vik_borough_3_short	rom_PLACEHOLDER	true
vik_borough_4					campaign_sho_castle_1_fort		vik_borough_4	vik_borough	false	vik_borough_4_short	rom_PLACEHOLDER	true
vik_borough_5					campaign_sho_castle_1_fort		vik_borough_5	vik_borough	false	vik_borough_5_short	rom_PLACEHOLDER	true
vik_foreigners_1					campaign_sho_castle_1_fort		vik_foreigners_1	vik_foreigners	false	vik_foreigners_1_short	rom_PLACEHOLDER	true
vik_foreigners_2					campaign_sho_castle_1_fort		vik_foreigners_2	vik_foreigners	false	vik_foreigners_2_short	rom_PLACEHOLDER	true
vik_foreigners_3					campaign_sho_castle_1_fort		vik_foreigners_3	vik_foreigners	false	vik_foreigners_3_short	rom_PLACEHOLDER	true
