id	building_superchain	slot_template
12690	vik_mint	vik_reg_rendlesham_secondary
12691	vik_market_fair	vik_reg_rendlesham_secondary
12692	vik_court	vik_reg_rendlesham_secondary
12693	vik_estate	vik_reg_rendlesham_secondary
12694	vik_high_cross	vik_reg_rendlesham_secondary
12695	vik_tools	vik_reg_rendlesham_secondary
12696	vik_farm	vik_reg_rinnin_primary
12697	vik_orchard	vik_reg_rocheberie_primary
12698	vik_fishing	vik_reg_rofeceaster_port
12699	vik_orchard	vik_reg_rofeceaster_primary
12700	vik_school_ros	vik_reg_ros_ailithir_primary
12701	vik_martyrs_mint	vik_reg_ros_ailithir_secondary
12702	vik_garrison	vik_reg_ros_ailithir_secondary
12703	vik_alehouse	vik_reg_ros_ailithir_secondary
12704	vik_abbey	vik_reg_ros_ailithir_secondary
12705	vik_tanner	vik_reg_ros_ailithir_secondary
12706	vik_granary	vik_reg_ros_ailithir_secondary
12707	vik_mill	vik_reg_ros_ailithir_secondary
12708	vik_iron	vik_reg_ros_cuissine_primary
12709	vik_hunting	vik_reg_ros_maircind_primary
12710	vik_pasture	vik_reg_ros_primary
12711	vik_hunting	vik_reg_rucestr_primary
12712	vik_iron	vik_reg_rudglann_primary
12713	vik_pasture	vik_reg_saigher_primary
12714	vik_martyrs_mint	vik_reg_saigher_secondary
12715	vik_garrison	vik_reg_saigher_secondary
12716	vik_alehouse	vik_reg_saigher_secondary
12717	vik_abbey	vik_reg_saigher_secondary
12718	vik_tanner	vik_reg_saigher_secondary
12719	vik_granary	vik_reg_saigher_secondary
12720	vik_mill	vik_reg_saigher_secondary
12721	vik_farm	vik_reg_sancte_albanes_primary
12722	vik_martyrs_mint	vik_reg_sancte_albanes_secondary
12723	vik_garrison	vik_reg_sancte_albanes_secondary
12724	vik_alehouse	vik_reg_sancte_albanes_secondary
12725	vik_abbey	vik_reg_sancte_albanes_secondary
12726	vik_tanner	vik_reg_sancte_albanes_secondary
12727	vik_granary	vik_reg_sancte_albanes_secondary
12728	vik_mill	vik_reg_sancte_albanes_secondary
12729	vik_st_edmund	vik_reg_sancte_eadmundes_primary
12730	vik_farm	vik_reg_sancte_germanes_primary
12731	vik_pasture	vik_reg_sancte_ye_primary
12732	vik_farm	vik_reg_sceaftesburg_primary
12733	vik_martyrs_mint	vik_reg_sceaftesburg_secondary
12734	vik_garrison	vik_reg_sceaftesburg_secondary
12735	vik_alehouse	vik_reg_sceaftesburg_secondary
12736	vik_abbey	vik_reg_sceaftesburg_secondary
12737	vik_tanner	vik_reg_sceaftesburg_secondary
12738	vik_granary	vik_reg_sceaftesburg_secondary
12739	vik_mill	vik_reg_sceaftesburg_secondary
12740	vik_orchard	vik_reg_scireburnan_primary
12741	vik_great_hall	vik_reg_scoan_primary
12742	vik_arena	vik_reg_scoan_secondary
12743	vik_artisans	vik_reg_scoan_secondary
12744	vik_church	vik_reg_scoan_secondary
12745	vik_craft_merchant	vik_reg_scoan_secondary
12746	vik_forge	vik_reg_scoan_secondary
12747	vik_wood	vik_reg_scoan_secondary
12748	vik_workshop	vik_reg_scoan_secondary
12749	vik_warehouse	vik_reg_scoan_secondary
12750	vik_textiles	vik_reg_scoan_secondary
12751	vik_thing	vik_reg_scoan_secondary
12752	vik_thrall	vik_reg_scoan_secondary
12753	vik_moot_hill	vik_reg_scoan_secondary
12754	vik_mint	vik_reg_scoan_secondary
12755	vik_market_fair	vik_reg_scoan_secondary
12756	vik_court	vik_reg_scoan_secondary
12757	vik_estate	vik_reg_scoan_secondary
12758	vik_high_cross	vik_reg_scoan_secondary
12759	vik_tools	vik_reg_scoan_secondary
12760	vik_scoan_abbey	vik_reg_scoan_secondary
12761	vik_copper	vik_reg_sconnin_primary
12762	vik_cloth	vik_reg_scrobbesburg_primary
12763	vik_martyrs_mint	vik_reg_scrobbesburg_secondary
12764	vik_garrison	vik_reg_scrobbesburg_secondary
12765	vik_alehouse	vik_reg_scrobbesburg_secondary
12766	vik_abbey	vik_reg_scrobbesburg_secondary
12767	vik_tanner	vik_reg_scrobbesburg_secondary
12768	vik_granary	vik_reg_scrobbesburg_secondary
12769	vik_mill	vik_reg_scrobbesburg_secondary
12770	vik_port	vik_reg_seolesigge_port
12771	vik_great_hall	vik_reg_seolesigge_primary
12772	vik_arena	vik_reg_seolesigge_secondary
12773	vik_artisans	vik_reg_seolesigge_secondary
12774	vik_church	vik_reg_seolesigge_secondary
12775	vik_craft_merchant	vik_reg_seolesigge_secondary
12776	vik_forge	vik_reg_seolesigge_secondary
12777	vik_wood	vik_reg_seolesigge_secondary
12778	vik_workshop	vik_reg_seolesigge_secondary
12779	vik_warehouse	vik_reg_seolesigge_secondary
12780	vik_textiles	vik_reg_seolesigge_secondary
12781	vik_thing	vik_reg_seolesigge_secondary
12782	vik_thrall	vik_reg_seolesigge_secondary
12783	vik_moot_hill	vik_reg_seolesigge_secondary
12784	vik_mint	vik_reg_seolesigge_secondary
12785	vik_market_fair	vik_reg_seolesigge_secondary
12786	vik_court	vik_reg_seolesigge_secondary
12787	vik_estate	vik_reg_seolesigge_secondary
12788	vik_high_cross	vik_reg_seolesigge_secondary
12789	vik_tools	vik_reg_seolesigge_secondary
12790	vik_borough	vik_reg_snotingaham_primary
12791	vik_arena	vik_reg_snotingaham_secondary
12792	vik_artisans	vik_reg_snotingaham_secondary
12793	vik_church	vik_reg_snotingaham_secondary
12794	vik_craft_merchant	vik_reg_snotingaham_secondary
12795	vik_forge	vik_reg_snotingaham_secondary
12796	vik_wood	vik_reg_snotingaham_secondary
12797	vik_workshop	vik_reg_snotingaham_secondary
12798	vik_warehouse	vik_reg_snotingaham_secondary
12799	vik_textiles	vik_reg_snotingaham_secondary
12800	vik_thing	vik_reg_snotingaham_secondary
12801	vik_thrall	vik_reg_snotingaham_secondary
12802	vik_moot_hill	vik_reg_snotingaham_secondary
12803	vik_mint	vik_reg_snotingaham_secondary
12804	vik_market_fair	vik_reg_snotingaham_secondary
12805	vik_court	vik_reg_snotingaham_secondary
12806	vik_estate	vik_reg_snotingaham_secondary
12807	vik_high_cross	vik_reg_snotingaham_secondary
12808	vik_tools	vik_reg_snotingaham_secondary
12809	vik_fishing	vik_reg_sreth_belin_port
12810	vik_silver	vik_reg_sreth_belin_primary
12811	vik_farm	vik_reg_staefford_primary
12812	vik_martyrs_mint	vik_reg_staefford_secondary
12813	vik_garrison	vik_reg_staefford_secondary
12814	vik_alehouse	vik_reg_staefford_secondary
12815	vik_abbey	vik_reg_staefford_secondary
12816	vik_tanner	vik_reg_staefford_secondary
12817	vik_granary	vik_reg_staefford_secondary
12818	vik_mill	vik_reg_staefford_secondary
12819	vik_farm	vik_reg_staeningum_primary
12820	vik_borough	vik_reg_steanford_primary
12821	vik_arena	vik_reg_steanford_secondary
12822	vik_artisans	vik_reg_steanford_secondary
12823	vik_church	vik_reg_steanford_secondary
12824	vik_craft_merchant	vik_reg_steanford_secondary
12825	vik_forge	vik_reg_steanford_secondary
12826	vik_wood	vik_reg_steanford_secondary
12827	vik_workshop	vik_reg_steanford_secondary
12828	vik_warehouse	vik_reg_steanford_secondary
12829	vik_textiles	vik_reg_steanford_secondary
12830	vik_thing	vik_reg_steanford_secondary
12831	vik_thrall	vik_reg_steanford_secondary
12832	vik_moot_hill	vik_reg_steanford_secondary
12833	vik_mint	vik_reg_steanford_secondary
12834	vik_market_fair	vik_reg_steanford_secondary
12835	vik_court	vik_reg_steanford_secondary
12836	vik_estate	vik_reg_steanford_secondary
12837	vik_high_cross	vik_reg_steanford_secondary
12838	vik_tools	vik_reg_steanford_secondary
12839	vik_hunting	vik_reg_stoc_primary
12840	vik_fishing	vik_reg_stornochway_port
12841	vik_foreigners	vik_reg_stornochway_primary
12842	vik_iron	vik_reg_stutfall_primary
12843	vik_fishing	vik_reg_suthhamtun_port
12844	vik_farm	vik_reg_suthhamtun_primary
12845	vik_offas_hall	vik_reg_tamworthige_primary
12846	vik_arena	vik_reg_tamworthige_secondary
12847	vik_artisans	vik_reg_tamworthige_secondary
12848	vik_church	vik_reg_tamworthige_secondary
12849	vik_craft_merchant	vik_reg_tamworthige_secondary
12850	vik_forge	vik_reg_tamworthige_secondary
12851	vik_wood	vik_reg_tamworthige_secondary
12852	vik_workshop	vik_reg_tamworthige_secondary
12853	vik_warehouse	vik_reg_tamworthige_secondary
12854	vik_textiles	vik_reg_tamworthige_secondary
12855	vik_thing	vik_reg_tamworthige_secondary
12856	vik_thrall	vik_reg_tamworthige_secondary
12857	vik_moot_hill	vik_reg_tamworthige_secondary
12858	vik_mint	vik_reg_tamworthige_secondary
12859	vik_master_forge	vik_reg_tamworthige_secondary
12860	vik_market_fair	vik_reg_tamworthige_secondary
12861	vik_court	vik_reg_tamworthige_secondary
12862	vik_estate	vik_reg_tamworthige_secondary
12863	vik_high_cross	vik_reg_tamworthige_secondary
12864	vik_tools	vik_reg_tamworthige_secondary
12865	vik_salt	vik_reg_tanet_primary
12866	vik_farm	vik_reg_theodford_primary
12867	vik_fishing	vik_reg_thursa_port
12868	vik_foreigners	vik_reg_thursa_primary
12869	vik_foreigners	vik_reg_tilaburg_primary
12870	vik_trade	vik_reg_tintagol_port
12871	vik_great_hall	vik_reg_tintagol_primary
12872	vik_arena	vik_reg_tintagol_secondary
12873	vik_artisans	vik_reg_tintagol_secondary
12874	vik_church	vik_reg_tintagol_secondary
12875	vik_craft_merchant	vik_reg_tintagol_secondary
12876	vik_forge	vik_reg_tintagol_secondary
12877	vik_wood	vik_reg_tintagol_secondary
12878	vik_workshop	vik_reg_tintagol_secondary
12879	vik_warehouse	vik_reg_tintagol_secondary
12880	vik_textiles	vik_reg_tintagol_secondary
12881	vik_thing	vik_reg_tintagol_secondary
12882	vik_thrall	vik_reg_tintagol_secondary
12883	vik_moot_hill	vik_reg_tintagol_secondary
12884	vik_mint	vik_reg_tintagol_secondary
12885	vik_market_fair	vik_reg_tintagol_secondary
12886	vik_court	vik_reg_tintagol_secondary
12887	vik_estate	vik_reg_tintagol_secondary
12888	vik_high_cross	vik_reg_tintagol_secondary
12889	vik_tools	vik_reg_tintagol_secondary
12890	vik_fogou	vik_reg_tintagol_secondary
12891	vik_port	vik_reg_tor_in_duine_port
12892	vik_great_hall	vik_reg_tor_in_duine_primary
12893	vik_arena	vik_reg_tor_in_duine_secondary
12894	vik_artisans	vik_reg_tor_in_duine_secondary
12895	vik_church	vik_reg_tor_in_duine_secondary
12896	vik_craft_merchant	vik_reg_tor_in_duine_secondary
12897	vik_forge	vik_reg_tor_in_duine_secondary
12898	vik_wood	vik_reg_tor_in_duine_secondary
12899	vik_workshop	vik_reg_tor_in_duine_secondary
12900	vik_warehouse	vik_reg_tor_in_duine_secondary
12901	vik_textiles	vik_reg_tor_in_duine_secondary
12902	vik_thing	vik_reg_tor_in_duine_secondary
12903	vik_thrall	vik_reg_tor_in_duine_secondary
12904	vik_moot_hill	vik_reg_tor_in_duine_secondary
12905	vik_mint	vik_reg_tor_in_duine_secondary
12906	vik_market_fair	vik_reg_tor_in_duine_secondary
12907	vik_court	vik_reg_tor_in_duine_secondary
12908	vik_estate	vik_reg_tor_in_duine_secondary
12909	vik_high_cross	vik_reg_tor_in_duine_secondary
12910	vik_tools	vik_reg_tor_in_duine_secondary
12911	vik_fishing	vik_reg_torfness_port
12912	vik_foreigners	vik_reg_torfness_primary
12913	vik_copper	vik_reg_totanes_primary
12914	vik_salt	vik_reg_tuaim_primary
12915	vik_pasture	vik_reg_tuam_greine_primary
12916	vik_farm	vik_reg_tureceseig_primary
12917	vik_pasture	vik_reg_waecet_primary
12918	vik_martyrs_mint	vik_reg_waecet_secondary
12919	vik_garrison	vik_reg_waecet_secondary
12920	vik_alehouse	vik_reg_waecet_secondary
12921	vik_abbey	vik_reg_waecet_secondary
12922	vik_tanner	vik_reg_waecet_secondary
12923	vik_granary	vik_reg_waecet_secondary
12924	vik_mill	vik_reg_waecet_secondary
12925	vik_great_hall	vik_reg_waerincwicum_primary
12926	vik_arena	vik_reg_waerincwicum_secondary
12927	vik_artisans	vik_reg_waerincwicum_secondary
12928	vik_church	vik_reg_waerincwicum_secondary
12929	vik_craft_merchant	vik_reg_waerincwicum_secondary
12930	vik_forge	vik_reg_waerincwicum_secondary
12931	vik_wood	vik_reg_waerincwicum_secondary
12932	vik_workshop	vik_reg_waerincwicum_secondary
12933	vik_warehouse	vik_reg_waerincwicum_secondary
12934	vik_textiles	vik_reg_waerincwicum_secondary
12935	vik_thing	vik_reg_waerincwicum_secondary
12936	vik_thrall	vik_reg_waerincwicum_secondary
12937	vik_moot_hill	vik_reg_waerincwicum_secondary
12938	vik_mint	vik_reg_waerincwicum_secondary
12939	vik_market_fair	vik_reg_waerincwicum_secondary
12940	vik_court	vik_reg_waerincwicum_secondary
12941	vik_estate	vik_reg_waerincwicum_secondary
12942	vik_high_cross	vik_reg_waerincwicum_secondary
12943	vik_tools	vik_reg_waerincwicum_secondary
12944	vik_trade_port	vik_reg_werham_port
12945	vik_market	vik_reg_werham_primary
12946	vik_arena	vik_reg_werham_secondary
12947	vik_artisans	vik_reg_werham_secondary
12948	vik_church	vik_reg_werham_secondary
12949	vik_craft_merchant	vik_reg_werham_secondary
12950	vik_forge	vik_reg_werham_secondary
12951	vik_wood	vik_reg_werham_secondary
12952	vik_workshop	vik_reg_werham_secondary
12953	vik_warehouse	vik_reg_werham_secondary
12954	vik_textiles	vik_reg_werham_secondary
12955	vik_thing	vik_reg_werham_secondary
12956	vik_thrall	vik_reg_werham_secondary
12957	vik_moot_hill	vik_reg_werham_secondary
12958	vik_mint	vik_reg_werham_secondary
12959	vik_market_fair	vik_reg_werham_secondary
12960	vik_court	vik_reg_werham_secondary
12961	vik_estate	vik_reg_werham_secondary
12962	vik_high_cross	vik_reg_werham_secondary
12963	vik_tools	vik_reg_werham_secondary
12964	vik_cloth	vik_reg_wigingamere_primary
12965	vik_cloth	vik_reg_wigracestre_primary
12966	vik_farm	vik_reg_wiht_primary
12967	vik_pottery	vik_reg_wiltun_primary
12968	vik_great_hall	vik_reg_wintanceaster_primary
12969	vik_arena	vik_reg_wintanceaster_secondary
12970	vik_artisans	vik_reg_wintanceaster_secondary
12971	vik_church	vik_reg_wintanceaster_secondary
12972	vik_craft_merchant	vik_reg_wintanceaster_secondary
12973	vik_forge	vik_reg_wintanceaster_secondary
12974	vik_wood	vik_reg_wintanceaster_secondary
12975	vik_workshop	vik_reg_wintanceaster_secondary
12976	vik_warehouse	vik_reg_wintanceaster_secondary
12977	vik_textiles	vik_reg_wintanceaster_secondary
12978	vik_thing	vik_reg_wintanceaster_secondary
12979	vik_thrall	vik_reg_wintanceaster_secondary
12980	vik_moot_hill	vik_reg_wintanceaster_secondary
12981	vik_mint	vik_reg_wintanceaster_secondary
12982	vik_market_fair	vik_reg_wintanceaster_secondary
12983	vik_court	vik_reg_wintanceaster_secondary
12984	vik_estate	vik_reg_wintanceaster_secondary
12985	vik_high_cross	vik_reg_wintanceaster_secondary
12986	vik_tools	vik_reg_wintanceaster_secondary
12987	vik_st_swithun	vik_reg_wintanceaster_secondary
12988	vik_nunnaminster	vik_reg_wintanceaster_secondary
12989	vik_court_school	vik_reg_wintanceaster_secondary
12990	vik_pasture	vik_reg_wyrcesuuyrthe_primary
12991	vik_merchant	vik_reg_cair_gwent_secondary
12992	vik_merchant	vik_reg_carleol_secondary
12993	vik_merchant	vik_reg_ceaster_secondary
12994	vik_merchant	vik_reg_eoferwic_secondary
12995	vik_merchant	vik_reg_exanceaster_secondary
12996	vik_merchant	vik_reg_gleawceaster_secondary
12997	vik_merchant	vik_reg_grantabrycg_secondary
12998	vik_merchant	vik_reg_loidis_secondary
12999	vik_merchant	vik_reg_lunden_secondary
13000	vik_merchant	vik_reg_northwic_secondary
13001	vik_merchant	vik_reg_steanford_secondary
13002	vik_merchant	vik_reg_werham_secondary
13003	vik_athletics	vik_reg_ardach_secondary
13004	vik_athletics	vik_reg_bathanceaster_secondary
13005	vik_athletics	vik_reg_bedanford_secondary
13006	vik_athletics	vik_reg_cenannas_secondary
13007	vik_athletics	vik_reg_cissanbyrig_secondary
13008	vik_athletics	vik_reg_clocher_secondary
13009	vik_athletics	vik_reg_deoraby_secondary
13010	vik_athletics	vik_reg_dun_duirn_secondary
13011	vik_athletics	vik_reg_hereford_secondary
13012	vik_athletics	vik_reg_huntandun_secondary
13013	vik_athletics	vik_reg_laewe_secondary
13014	vik_athletics	vik_reg_lann_cors_secondary
13015	vik_athletics	vik_reg_ligeraceaster_secondary
13016	vik_athletics	vik_reg_liwtune_secondary
13017	vik_athletics	vik_reg_oswaldestroe_secondary
13018	vik_athletics	vik_reg_poclintun_secondary
13019	vik_athletics	vik_reg_ros_ailithir_secondary
13020	vik_athletics	vik_reg_saigher_secondary
13021	vik_athletics	vik_reg_sancte_albanes_secondary
13022	vik_athletics	vik_reg_sceaftesburg_secondary
13023	vik_athletics	vik_reg_scrobbesburg_secondary
13024	vik_athletics	vik_reg_staefford_secondary
13025	vik_athletics	vik_reg_waecet_secondary
13026	vik_hof	vik_reg_aberffro_secondary
13027	vik_hof	vik_reg_aberteifi_secondary
13028	vik_hof	vik_reg_achadh_bo_secondary
13029	vik_hof	vik_reg_aethelingaeg_secondary
13030	vik_hof	vik_reg_airchardan_secondary
13031	vik_hof	vik_reg_ard_macha_secondary
13032	vik_hof	vik_reg_bedanford_secondary
13033	vik_hof	vik_reg_blascona_secondary
13034	vik_hof	vik_reg_bornais_secondary
13035	vik_hof	vik_reg_cair_gwent_secondary
13036	vik_hof	vik_reg_caisil_secondary
13037	vik_hof	vik_reg_cantwaraburg_secondary
13038	vik_hof	vik_reg_carleol_secondary
13039	vik_hof	vik_reg_casteltoun_secondary
13040	vik_hof	vik_reg_cathair_commain_secondary
13041	vik_hof	vik_reg_ceaster_secondary
13042	vik_hof	vik_reg_cetretha_secondary
13043	vik_hof	vik_reg_cippanhamm_secondary
13044	vik_hof	vik_reg_cluain_mac_nois_secondary
13045	vik_hof	vik_reg_colneceaster_secondary
13046	vik_hof	vik_reg_corcach_secondary
13047	vik_hof	vik_reg_dinefwr_secondary
13048	vik_hof	vik_reg_doreceaster_secondary
13049	vik_hof	vik_reg_druim_da_ethiar_secondary
13050	vik_hof	vik_reg_dun_att_secondary
13051	vik_hof	vik_reg_dun_cailden_secondary
13052	vik_hof	vik_reg_dun_foither_secondary
13053	vik_hof	vik_reg_dun_patraic_secondary
13054	vik_hof	vik_reg_dun_sebuirgi_secondary
13055	vik_hof	vik_reg_dyflin_secondary
13056	vik_hof	vik_reg_eidenburg_secondary
13057	vik_hof	vik_reg_eoferwic_secondary
13058	vik_hof	vik_reg_exanceaster_secondary
13059	vik_hof	vik_reg_gleawceaster_secondary
13060	vik_hof	vik_reg_grantabrycg_secondary
13061	vik_hof	vik_reg_grianan_aileach_secondary
13062	vik_hof	vik_reg_guvan_secondary
13063	vik_hof	vik_reg_haestingas_secondary
13064	vik_hof	vik_reg_hlymrekr_secondary
13065	vik_hof	vik_reg_inis_faithlenn_secondary
13066	vik_hof	vik_reg_ioua_secondary
13067	vik_hof	vik_reg_lindcylne_secondary
13068	vik_hof	vik_reg_loidis_secondary
13069	vik_hof	vik_reg_lunden_secondary
13070	vik_hof	vik_reg_mameceaster_secondary
13071	vik_hof	vik_reg_mathrafal_secondary
13072	vik_hof	vik_reg_nas_secondary
13073	vik_hof	vik_reg_northhamtun_secondary
13074	vik_hof	vik_reg_northwic_secondary
13075	vik_hof	vik_reg_rath_cruachan_secondary
13076	vik_hof	vik_reg_rendlesham_secondary
13077	vik_hof	vik_reg_scoan_secondary
13078	vik_hof	vik_reg_seolesigge_secondary
13079	vik_hof	vik_reg_snotingaham_secondary
13080	vik_hof	vik_reg_steanford_secondary
13081	vik_hof	vik_reg_tamworthige_secondary
13082	vik_hof	vik_reg_tintagol_secondary
13083	vik_hof	vik_reg_tor_in_duine_secondary
13084	vik_hof	vik_reg_vedrafjordr_secondary
13085	vik_hof	vik_reg_veisafjordr_secondary
13086	vik_hof	vik_reg_waerincwicum_secondary
13087	vik_hof	vik_reg_werham_secondary
13088	vik_hof	vik_reg_wintanceaster_secondary
13089	vik_archery	vik_reg_aberffro_secondary
13090	vik_archery	vik_reg_aberteifi_secondary
13091	vik_archery	vik_reg_achadh_bo_secondary
13092	vik_archery	vik_reg_aethelingaeg_secondary
13093	vik_archery	vik_reg_airchardan_secondary
13094	vik_archery	vik_reg_ard_macha_secondary
13095	vik_archery	vik_reg_bedanford_secondary
13096	vik_archery	vik_reg_blascona_secondary
13097	vik_archery	vik_reg_bornais_secondary
13098	vik_archery	vik_reg_cair_gwent_secondary
13099	vik_archery	vik_reg_caisil_secondary
13100	vik_archery	vik_reg_cantwaraburg_secondary
13101	vik_archery	vik_reg_carleol_secondary
13102	vik_archery	vik_reg_casteltoun_secondary
13103	vik_archery	vik_reg_cathair_commain_secondary
13104	vik_archery	vik_reg_ceaster_secondary
13105	vik_archery	vik_reg_cetretha_secondary
13106	vik_archery	vik_reg_cippanhamm_secondary
13107	vik_archery	vik_reg_cluain_mac_nois_secondary
13108	vik_archery	vik_reg_colneceaster_secondary
13109	vik_archery	vik_reg_corcach_secondary
13110	vik_archery	vik_reg_dinefwr_secondary
13111	vik_archery	vik_reg_doreceaster_secondary
13112	vik_archery	vik_reg_druim_da_ethiar_secondary
13113	vik_archery	vik_reg_dun_att_secondary
13114	vik_archery	vik_reg_dun_cailden_secondary
13115	vik_archery	vik_reg_dun_foither_secondary
13116	vik_archery	vik_reg_dun_patraic_secondary
13117	vik_archery	vik_reg_dun_sebuirgi_secondary
13118	vik_archery	vik_reg_dyflin_secondary
13119	vik_archery	vik_reg_eidenburg_secondary
13120	vik_archery	vik_reg_eoferwic_secondary
13121	vik_archery	vik_reg_exanceaster_secondary
13122	vik_archery	vik_reg_gleawceaster_secondary
13123	vik_archery	vik_reg_grantabrycg_secondary
13124	vik_archery	vik_reg_grianan_aileach_secondary
13125	vik_archery	vik_reg_guvan_secondary
13126	vik_archery	vik_reg_haestingas_secondary
13127	vik_archery	vik_reg_hlymrekr_secondary
13128	vik_archery	vik_reg_inis_faithlenn_secondary
13129	vik_archery	vik_reg_ioua_secondary
13130	vik_archery	vik_reg_lindcylne_secondary
13131	vik_archery	vik_reg_loidis_secondary
13132	vik_archery	vik_reg_lunden_secondary
13133	vik_archery	vik_reg_mameceaster_secondary
13134	vik_archery	vik_reg_mathrafal_secondary
13135	vik_archery	vik_reg_nas_secondary
13136	vik_archery	vik_reg_northhamtun_secondary
13137	vik_archery	vik_reg_northwic_secondary
13138	vik_archery	vik_reg_rath_cruachan_secondary
13139	vik_archery	vik_reg_rendlesham_secondary
13140	vik_archery	vik_reg_scoan_secondary
13141	vik_archery	vik_reg_seolesigge_secondary
13142	vik_archery	vik_reg_snotingaham_secondary
13143	vik_archery	vik_reg_steanford_secondary
13144	vik_archery	vik_reg_tamworthige_secondary
13145	vik_archery	vik_reg_tintagol_secondary
13146	vik_archery	vik_reg_tor_in_duine_secondary
13147	vik_archery	vik_reg_vedrafjordr_secondary
13148	vik_archery	vik_reg_veisafjordr_secondary
13149	vik_archery	vik_reg_waerincwicum_secondary
13150	vik_archery	vik_reg_werham_secondary
13151	vik_archery	vik_reg_wintanceaster_secondary
13152	vik_oxford	vik_reg_oxnaforda_primary
13153	vik_island_monastery	vik_reg_bebbanburg_port
