trait_level	effect	effect_scope	value
shield_title_vik_reg_flichesburg_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_flichesburg_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_flichesburg_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_forais_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_forais_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_forais_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_forais_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_forais_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_forais_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_forais_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_forais_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_forais_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_forais_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_forais_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_forais_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_forais_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_forais_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_forais_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gipeswic_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gipeswic_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gipeswic_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gipeswic_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gipeswic_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gipeswic_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gipeswic_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gipeswic_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gipeswic_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gipeswic_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gipeswic_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gipeswic_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gipeswic_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gipeswic_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gipeswic_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_glastingburi_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_glastingburi_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_glastingburi_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_glastingburi_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_glastingburi_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_glastingburi_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_glastingburi_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_glastingburi_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_glastingburi_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_glastingburi_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_glastingburi_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_glastingburi_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_glastingburi_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_glastingburi_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_glastingburi_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleann_da_loch_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleann_da_loch_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleann_da_loch_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleann_da_loch_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleann_da_loch_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleann_da_loch_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleann_da_loch_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleann_da_loch_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleann_da_loch_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleann_da_loch_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleann_da_loch_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleann_da_loch_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleann_da_loch_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleann_da_loch_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleann_da_loch_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleawceaster_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleawceaster_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleawceaster_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleawceaster_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleawceaster_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleawceaster_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleawceaster_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleawceaster_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleawceaster_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleawceaster_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleawceaster_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleawceaster_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gleawceaster_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gleawceaster_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gleawceaster_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grantabrycg_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grantabrycg_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grantabrycg_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grantabrycg_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grantabrycg_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grantabrycg_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grantabrycg_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grantabrycg_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grantabrycg_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grantabrycg_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grantabrycg_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grantabrycg_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grantabrycg_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grantabrycg_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grantabrycg_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grianan_aileach_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grianan_aileach_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grianan_aileach_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grianan_aileach_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grianan_aileach_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grianan_aileach_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grianan_aileach_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grianan_aileach_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grianan_aileach_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grianan_aileach_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grianan_aileach_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grianan_aileach_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_grianan_aileach_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_grianan_aileach_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_grianan_aileach_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guldeford_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guldeford_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guldeford_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guldeford_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guldeford_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guldeford_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guldeford_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guldeford_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guldeford_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guldeford_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guldeford_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guldeford_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guldeford_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guldeford_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guldeford_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guvan_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guvan_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guvan_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guvan_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guvan_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guvan_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guvan_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guvan_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guvan_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guvan_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guvan_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guvan_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_guvan_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_guvan_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_guvan_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gyruum_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gyruum_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gyruum_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gyruum_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gyruum_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gyruum_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gyruum_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gyruum_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gyruum_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gyruum_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gyruum_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gyruum_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_gyruum_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_gyruum_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_gyruum_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haestingas_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haestingas_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haestingas_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haestingas_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haestingas_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haestingas_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haestingas_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haestingas_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haestingas_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haestingas_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haestingas_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haestingas_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haestingas_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haestingas_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haestingas_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hagustaldes_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hagustaldes_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hagustaldes_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hagustaldes_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hagustaldes_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hagustaldes_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hagustaldes_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hagustaldes_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hagustaldes_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hagustaldes_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hagustaldes_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hagustaldes_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hagustaldes_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hagustaldes_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hagustaldes_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haverfordia_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haverfordia_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haverfordia_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haverfordia_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haverfordia_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haverfordia_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haverfordia_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haverfordia_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haverfordia_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haverfordia_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haverfordia_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haverfordia_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_haverfordia_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_haverfordia_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_haverfordia_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hereford_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hereford_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hereford_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hereford_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hereford_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hereford_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hereford_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hereford_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hereford_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hereford_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hereford_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hereford_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hereford_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hereford_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hereford_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_herutford_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_herutford_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_herutford_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_herutford_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_herutford_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_herutford_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_herutford_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_herutford_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_herutford_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_herutford_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_herutford_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_herutford_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_herutford_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_herutford_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_herutford_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_heslerton_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_heslerton_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_heslerton_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_heslerton_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_heslerton_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_heslerton_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_heslerton_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_heslerton_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_heslerton_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_heslerton_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_heslerton_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_heslerton_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_heslerton_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_heslerton_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_heslerton_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hlymrekr_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hlymrekr_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hlymrekr_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hlymrekr_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hlymrekr_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hlymrekr_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hlymrekr_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hlymrekr_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hlymrekr_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hlymrekr_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hlymrekr_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hlymrekr_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hlymrekr_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hlymrekr_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hlymrekr_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hripum_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hripum_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hripum_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hripum_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hripum_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hripum_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hripum_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hripum_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hripum_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hripum_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hripum_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hripum_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hripum_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hripum_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hripum_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_huntandun_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_huntandun_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_huntandun_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_huntandun_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_huntandun_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_huntandun_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_huntandun_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_huntandun_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_huntandun_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_huntandun_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_huntandun_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_huntandun_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_huntandun_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_huntandun_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_huntandun_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hwitan_aerne_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hwitan_aerne_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hwitan_aerne_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hwitan_aerne_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hwitan_aerne_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hwitan_aerne_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hwitan_aerne_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hwitan_aerne_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hwitan_aerne_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hwitan_aerne_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hwitan_aerne_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hwitan_aerne_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_hwitan_aerne_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_hwitan_aerne_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_hwitan_aerne_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_imblech_ibair_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_imblech_ibair_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_imblech_ibair_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_imblech_ibair_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_imblech_ibair_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_imblech_ibair_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_imblech_ibair_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_imblech_ibair_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_imblech_ibair_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_imblech_ibair_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_imblech_ibair_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_imblech_ibair_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_imblech_ibair_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_imblech_ibair_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_imblech_ibair_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_inber_nise_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_inber_nise_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_inber_nise_irish_2	vik_influence_mod	character_to_character_own	5.0
