id	building_level	unit_group
1216	vik_offas_hall_4	bandit_great_hall_4
1217	vik_offas_hall_5	bandit_great_hall_1
1218	vik_offas_hall_5	bandit_great_hall_2
1219	vik_offas_hall_5	bandit_great_hall_3
1220	vik_offas_hall_5	bandit_great_hall_4
1221	vik_offas_hall_5	bandit_great_hall_5
1222	vik_rock_caisil_1	bandit_great_hall_1
1223	vik_rock_caisil_2	bandit_great_hall_1
1224	vik_rock_caisil_2	bandit_great_hall_2
1225	vik_rock_caisil_3	bandit_great_hall_1
1226	vik_rock_caisil_3	bandit_great_hall_2
1227	vik_rock_caisil_3	bandit_great_hall_3
1228	vik_rock_caisil_4	bandit_great_hall_1
1229	vik_rock_caisil_4	bandit_great_hall_2
1230	vik_rock_caisil_4	bandit_great_hall_3
1231	vik_rock_caisil_4	bandit_great_hall_4
1232	vik_rock_caisil_5	bandit_great_hall_1
1233	vik_rock_caisil_5	bandit_great_hall_2
1234	vik_rock_caisil_5	bandit_great_hall_3
1235	vik_rock_caisil_5	bandit_great_hall_4
1236	vik_rock_caisil_5	bandit_great_hall_5
1237	vik_st_ciaran_1	bandit_great_hall_1
1238	vik_st_ciaran_2	bandit_great_hall_1
1239	vik_st_ciaran_2	bandit_great_hall_2
1240	vik_st_ciaran_3	bandit_great_hall_1
1241	vik_st_ciaran_3	bandit_great_hall_2
1242	vik_st_ciaran_3	bandit_great_hall_3
1243	vik_st_ciaran_4	bandit_great_hall_1
1244	vik_st_ciaran_4	bandit_great_hall_2
1245	vik_st_ciaran_4	bandit_great_hall_3
1246	vik_st_ciaran_4	bandit_great_hall_4
1247	vik_st_ciaran_5	bandit_great_hall_1
1248	vik_st_ciaran_5	bandit_great_hall_2
1249	vik_st_ciaran_5	bandit_great_hall_3
1250	vik_st_ciaran_5	bandit_great_hall_4
1251	vik_st_ciaran_5	bandit_great_hall_5
1252	vik_st_columbe_1	bandit_great_hall_1
1253	vik_st_columbe_2	bandit_great_hall_1
1254	vik_st_columbe_2	bandit_great_hall_2
1255	vik_st_columbe_3	bandit_great_hall_1
1256	vik_st_columbe_3	bandit_great_hall_2
1257	vik_st_columbe_3	bandit_great_hall_3
1258	vik_st_columbe_4	bandit_great_hall_1
1259	vik_st_columbe_4	bandit_great_hall_2
1260	vik_st_columbe_4	bandit_great_hall_3
1261	vik_st_columbe_4	bandit_great_hall_4
1262	vik_st_columbe_5	bandit_great_hall_1
1263	vik_st_columbe_5	bandit_great_hall_2
1264	vik_st_columbe_5	bandit_great_hall_3
1265	vik_st_columbe_5	bandit_great_hall_4
1266	vik_st_columbe_5	bandit_great_hall_5
1267	vik_st_patraic_1	bandit_great_hall_1
1268	vik_st_patraic_2	bandit_great_hall_1
1269	vik_st_patraic_2	bandit_great_hall_2
1270	vik_st_patraic_3	bandit_great_hall_1
1271	vik_st_patraic_3	bandit_great_hall_2
1272	vik_st_patraic_3	bandit_great_hall_3
1273	vik_st_patraic_4	bandit_great_hall_1
1274	vik_st_patraic_4	bandit_great_hall_2
1275	vik_st_patraic_4	bandit_great_hall_3
1276	vik_st_patraic_4	bandit_great_hall_4
1277	vik_st_patraic_5	bandit_great_hall_1
1278	vik_st_patraic_5	bandit_great_hall_2
1279	vik_st_patraic_5	bandit_great_hall_3
1280	vik_st_patraic_5	bandit_great_hall_4
1281	vik_st_patraic_5	bandit_great_hall_5
1282	vik_achad_bo_1	wel_great_hall_1
1283	vik_achad_bo_2	wel_great_hall_1
1284	vik_achad_bo_2	wel_great_hall_2
1285	vik_achad_bo_3	wel_great_hall_1
1286	vik_achad_bo_3	wel_great_hall_2
1287	vik_achad_bo_3	wel_great_hall_3
1288	vik_achad_bo_4	wel_great_hall_1
1289	vik_achad_bo_4	wel_great_hall_2
1290	vik_achad_bo_4	wel_great_hall_3
1291	vik_achad_bo_4	wel_great_hall_4
1292	vik_achad_bo_5	wel_great_hall_1
1293	vik_achad_bo_5	wel_great_hall_2
1294	vik_achad_bo_5	wel_great_hall_3
1295	vik_achad_bo_5	wel_great_hall_4
1296	vik_achad_bo_5	wel_great_hall_5
1297	vik_garrison_1	wel_garr_1
1298	vik_garrison_2	wel_garr_1
1299	vik_garrison_2	wel_garr_2
1300	vik_great_hall_1	wel_great_hall_1
1301	vik_great_hall_2	wel_great_hall_1
1302	vik_great_hall_2	wel_great_hall_2
1303	vik_great_hall_3	wel_great_hall_1
1304	vik_great_hall_3	wel_great_hall_2
1305	vik_great_hall_3	wel_great_hall_3
1306	vik_great_hall_4	wel_great_hall_1
1307	vik_great_hall_4	wel_great_hall_2
1308	vik_great_hall_4	wel_great_hall_3
1309	vik_great_hall_4	wel_great_hall_4
1310	vik_great_hall_5	wel_great_hall_1
1311	vik_great_hall_5	wel_great_hall_2
1312	vik_great_hall_5	wel_great_hall_3
1313	vik_great_hall_5	wel_great_hall_4
1314	vik_great_hall_5	wel_great_hall_5
1315	vik_grianan_ailech_1	wel_great_hall_1
1316	vik_grianan_ailech_2	wel_great_hall_1
1317	vik_grianan_ailech_2	wel_great_hall_2
1318	vik_grianan_ailech_3	wel_great_hall_1
1319	vik_grianan_ailech_3	wel_great_hall_2
1320	vik_grianan_ailech_3	wel_great_hall_3
1321	vik_grianan_ailech_4	wel_great_hall_1
1322	vik_grianan_ailech_4	wel_great_hall_2
1323	vik_grianan_ailech_4	wel_great_hall_3
1324	vik_grianan_ailech_4	wel_great_hall_4
1325	vik_grianan_ailech_5	wel_great_hall_1
1326	vik_grianan_ailech_5	wel_great_hall_2
1327	vik_grianan_ailech_5	wel_great_hall_3
1328	vik_grianan_ailech_5	wel_great_hall_4
1329	vik_grianan_ailech_5	wel_great_hall_5
1330	vik_longphort_1	wel_great_hall_1
1331	vik_longphort_2	wel_great_hall_1
1332	vik_longphort_2	wel_great_hall_2
1333	vik_longphort_3	wel_great_hall_1
1334	vik_longphort_3	wel_great_hall_2
1335	vik_longphort_3	wel_great_hall_3
1336	vik_longphort_4	wel_great_hall_1
1337	vik_longphort_4	wel_great_hall_2
1338	vik_longphort_4	wel_great_hall_3
1339	vik_longphort_4	wel_great_hall_4
1340	vik_longphort_5	wel_great_hall_1
1341	vik_longphort_5	wel_great_hall_2
1342	vik_longphort_5	wel_great_hall_3
1343	vik_longphort_5	wel_great_hall_4
1344	vik_longphort_5	wel_great_hall_5
1345	vik_market_1	wel_great_hall_1
1346	vik_market_2	wel_great_hall_1
1347	vik_market_2	wel_great_hall_2
1348	vik_market_3	wel_great_hall_1
1349	vik_market_3	wel_great_hall_2
1350	vik_market_3	wel_great_hall_3
1351	vik_market_4	wel_great_hall_1
1352	vik_market_4	wel_great_hall_2
1353	vik_market_4	wel_great_hall_3
1354	vik_market_4	wel_great_hall_4
1355	vik_market_5	wel_great_hall_1
1356	vik_market_5	wel_great_hall_2
1357	vik_market_5	wel_great_hall_3
1358	vik_market_5	wel_great_hall_4
1359	vik_market_5	wel_great_hall_5
1360	vik_monastery_1	wel_great_hall_1
1361	vik_monastery_2	wel_great_hall_1
1362	vik_monastery_2	wel_great_hall_2
1363	vik_monastery_3	wel_great_hall_1
1364	vik_monastery_3	wel_great_hall_2
1365	vik_monastery_3	wel_great_hall_3
1366	vik_monastery_4	wel_great_hall_1
1367	vik_monastery_4	wel_great_hall_2
1368	vik_monastery_4	wel_great_hall_3
1369	vik_monastery_4	wel_great_hall_4
1370	vik_monastery_5	wel_great_hall_1
1371	vik_monastery_5	wel_great_hall_2
1372	vik_monastery_5	wel_great_hall_3
1373	vik_monastery_5	wel_great_hall_4
1374	vik_monastery_5	wel_great_hall_5
1375	vik_mountain_hall_1	wel_great_hall_1
1376	vik_mountain_hall_2	wel_great_hall_1
1377	vik_mountain_hall_2	wel_great_hall_2
1378	vik_mountain_hall_3	wel_great_hall_1
1379	vik_mountain_hall_3	wel_great_hall_2
1380	vik_mountain_hall_3	wel_great_hall_3
1381	vik_mountain_hall_4	wel_great_hall_1
1382	vik_mountain_hall_4	wel_great_hall_2
1383	vik_mountain_hall_4	wel_great_hall_3
1384	vik_mountain_hall_4	wel_great_hall_4
1385	vik_mountain_hall_5	wel_great_hall_1
1386	vik_mountain_hall_5	wel_great_hall_2
1387	vik_mountain_hall_5	wel_great_hall_3
1388	vik_mountain_hall_5	wel_great_hall_4
1389	vik_mountain_hall_5	wel_great_hall_5
1390	vik_offas_hall_1	wel_great_hall_1
1391	vik_offas_hall_2	wel_great_hall_1
1392	vik_offas_hall_2	wel_great_hall_2
1393	vik_offas_hall_3	wel_great_hall_1
1394	vik_offas_hall_3	wel_great_hall_2
1395	vik_offas_hall_3	wel_great_hall_3
1396	vik_offas_hall_4	wel_great_hall_1
1397	vik_offas_hall_4	wel_great_hall_2
1398	vik_offas_hall_4	wel_great_hall_3
1399	vik_offas_hall_4	wel_great_hall_4
1400	vik_offas_hall_5	wel_great_hall_1
1401	vik_offas_hall_5	wel_great_hall_2
1402	vik_offas_hall_5	wel_great_hall_3
1403	vik_offas_hall_5	wel_great_hall_4
1404	vik_rock_caisil_1	wel_great_hall_1
1405	vik_rock_caisil_2	wel_great_hall_1
1406	vik_rock_caisil_2	wel_great_hall_2
1407	vik_rock_caisil_3	wel_great_hall_1
1408	vik_rock_caisil_3	wel_great_hall_2
1409	vik_rock_caisil_3	wel_great_hall_3
1410	vik_rock_caisil_4	wel_great_hall_1
1411	vik_rock_caisil_4	wel_great_hall_2
1412	vik_rock_caisil_4	wel_great_hall_3
1413	vik_rock_caisil_4	wel_great_hall_4
1414	vik_rock_caisil_5	wel_great_hall_1
1415	vik_rock_caisil_5	wel_great_hall_2
1416	vik_rock_caisil_5	wel_great_hall_3
1417	vik_rock_caisil_5	wel_great_hall_4
1418	vik_rock_caisil_5	wel_great_hall_5
1419	vik_st_ciaran_1	wel_great_hall_1
1420	vik_st_ciaran_2	wel_great_hall_1
1421	vik_st_ciaran_2	wel_great_hall_2
1422	vik_st_ciaran_3	wel_great_hall_1
1423	vik_st_ciaran_3	wel_great_hall_2
1424	vik_st_ciaran_3	wel_great_hall_3
1425	vik_st_ciaran_4	wel_great_hall_1
1426	vik_st_ciaran_4	wel_great_hall_2
1427	vik_st_ciaran_4	wel_great_hall_3
1428	vik_st_ciaran_4	wel_great_hall_4
1429	vik_st_ciaran_5	wel_great_hall_1
1430	vik_st_ciaran_5	wel_great_hall_2
1431	vik_st_ciaran_5	wel_great_hall_3
1432	vik_st_ciaran_5	wel_great_hall_4
1433	vik_st_ciaran_5	wel_great_hall_5
1434	vik_st_columbe_1	wel_great_hall_1
1435	vik_st_columbe_2	wel_great_hall_1
1436	vik_st_columbe_2	wel_great_hall_2
1437	vik_st_columbe_3	wel_great_hall_1
1438	vik_st_columbe_3	wel_great_hall_2
1439	vik_st_columbe_3	wel_great_hall_3
1440	vik_st_columbe_4	wel_great_hall_1
1441	vik_st_columbe_4	wel_great_hall_2
1442	vik_st_columbe_4	wel_great_hall_3
1443	vik_st_columbe_4	wel_great_hall_4
1444	vik_st_columbe_5	wel_great_hall_1
1445	vik_st_columbe_5	wel_great_hall_2
1446	vik_st_columbe_5	wel_great_hall_3
1447	vik_st_columbe_5	wel_great_hall_4
1448	vik_st_columbe_5	wel_great_hall_5
1449	vik_st_patraic_1	wel_great_hall_1
1450	vik_st_patraic_2	wel_great_hall_1
1451	vik_st_patraic_2	wel_great_hall_2
1452	vik_st_patraic_3	wel_great_hall_1
1453	vik_st_patraic_3	wel_great_hall_2
1454	vik_st_patraic_3	wel_great_hall_3
1455	vik_st_patraic_4	wel_great_hall_1
1456	vik_st_patraic_4	wel_great_hall_2
1457	vik_st_patraic_4	wel_great_hall_3
1458	vik_st_patraic_4	wel_great_hall_4
1459	vik_st_patraic_5	wel_great_hall_1
1460	vik_st_patraic_5	wel_great_hall_2
1461	vik_st_patraic_5	wel_great_hall_3
1462	vik_st_patraic_5	wel_great_hall_4
1463	vik_st_patraic_5	eng_great_hall_4
1464	vik_st_patraic_5	eng_great_hall_5
1465	vik_pasture_1	iri_garr_1
1466	vik_pasture_2	iri_garr_1
1467	vik_pasture_3	iri_garr_1
1468	vik_pasture_4	iri_garr_1
1469	vik_pasture_5	iri_garr_1
1470	vik_pasture_b_2	iri_garr_1
1471	vik_pasture_b_3	iri_garr_1
1472	vik_pasture_b_4	iri_garr_1
1473	vik_pasture_b_5	iri_garr_1
1474	vik_pasture_3	iri_garr_2
1475	vik_pasture_b_3	iri_garr_2
1476	vik_borough_1	eng_great_hall_1
1477	vik_borough_2	eng_great_hall_1
1478	vik_borough_2	eng_great_hall_2
1479	vik_borough_3	eng_great_hall_1
1480	vik_borough_3	eng_great_hall_2
1481	vik_borough_3	eng_great_hall_3
1482	vik_borough_4	eng_great_hall_1
1483	vik_borough_4	eng_great_hall_2
1484	vik_borough_4	eng_great_hall_3
1485	vik_borough_4	eng_great_hall_4
1486	vik_borough_5	eng_great_hall_1
1487	vik_borough_5	eng_great_hall_2
1488	vik_borough_5	eng_great_hall_3
1489	vik_borough_5	eng_great_hall_4
1490	vik_borough_5	eng_great_hall_5
1491	vik_borough_1	gva_great_hall_1
1492	vik_borough_2	gva_great_hall_1
1493	vik_borough_2	gva_great_hall_2
1494	vik_borough_3	gva_great_hall_1
1495	vik_borough_3	gva_great_hall_2
1496	vik_borough_3	gva_great_hall_3
1497	vik_borough_4	gva_great_hall_1
1498	vik_borough_4	gva_great_hall_2
1499	vik_borough_4	gva_great_hall_3
1500	vik_borough_4	gva_great_hall_4
1501	vik_borough_5	gva_great_hall_1
1502	vik_borough_5	gva_great_hall_2
1503	vik_borough_5	gva_great_hall_3
1504	vik_borough_5	gva_great_hall_4
1505	vik_borough_5	gva_great_hall_5
1506	vik_borough_1	vsk_great_hall_1
1507	vik_borough_2	vsk_great_hall_1
1508	vik_borough_2	vsk_great_hall_2
1509	vik_borough_3	vsk_great_hall_1
1510	vik_borough_3	vsk_great_hall_2
1511	vik_borough_3	vsk_great_hall_3
1512	vik_borough_4	vsk_great_hall_1
1513	vik_borough_4	vsk_great_hall_2
1514	vik_borough_4	vsk_great_hall_3
1515	vik_borough_4	vsk_great_hall_4
1516	vik_borough_5	vsk_great_hall_1
1517	vik_borough_5	vsk_great_hall_2
1518	vik_borough_5	vsk_great_hall_3
1519	vik_borough_5	vsk_great_hall_4
1520	vik_borough_5	vsk_great_hall_5
1521	vik_borough_1	iri_great_hall_1
1522	vik_borough_2	iri_great_hall_1
1523	vik_borough_2	iri_great_hall_2
1524	vik_borough_3	iri_great_hall_1
1525	vik_borough_3	iri_great_hall_2
1526	vik_borough_3	iri_great_hall_3
1527	vik_borough_4	iri_great_hall_1
1528	vik_borough_4	iri_great_hall_2
1529	vik_borough_4	iri_great_hall_3
1530	vik_borough_4	iri_great_hall_4
1531	vik_borough_5	iri_great_hall_1
1532	vik_borough_5	iri_great_hall_2
1533	vik_borough_5	iri_great_hall_3
1534	vik_borough_5	iri_great_hall_4
1535	vik_borough_5	iri_great_hall_5
1536	vik_borough_1	sco_great_hall_1
1537	vik_borough_2	sco_great_hall_1
1538	vik_borough_2	sco_great_hall_2
1539	vik_borough_3	sco_great_hall_1
1540	vik_borough_3	sco_great_hall_2
1541	vik_borough_3	sco_great_hall_3
1542	vik_borough_4	sco_great_hall_1
1543	vik_borough_4	sco_great_hall_2
1544	vik_borough_4	sco_great_hall_3
1545	vik_borough_4	sco_great_hall_4
1546	vik_borough_5	sco_great_hall_1
1547	vik_borough_5	sco_great_hall_2
1548	vik_borough_5	sco_great_hall_3
1549	vik_borough_5	sco_great_hall_4
1550	vik_borough_5	sco_great_hall_5
1551	vik_borough_1	nor_great_hall_1
1552	vik_borough_2	nor_great_hall_1
1553	vik_borough_2	nor_great_hall_2
1554	vik_borough_3	nor_great_hall_1
1555	vik_borough_3	nor_great_hall_2
1556	vik_borough_3	nor_great_hall_3
1557	vik_borough_4	nor_great_hall_1
1558	vik_borough_4	nor_great_hall_2
1559	vik_borough_4	nor_great_hall_3
1560	vik_borough_4	nor_great_hall_4
1561	vik_borough_5	nor_great_hall_1
1562	vik_borough_5	nor_great_hall_2
1563	vik_borough_5	nor_great_hall_3
1564	vik_borough_5	nor_great_hall_4
1565	vik_borough_5	nor_great_hall_5
1566	vik_borough_1	bandit_great_hall_1
1567	vik_borough_2	bandit_great_hall_1
1568	vik_borough_2	bandit_great_hall_2
1569	vik_borough_3	bandit_great_hall_1
1570	vik_borough_3	bandit_great_hall_2
1571	vik_borough_3	bandit_great_hall_3
1572	vik_borough_4	bandit_great_hall_1
1573	vik_borough_4	bandit_great_hall_2
1574	vik_borough_4	bandit_great_hall_3
1575	vik_borough_4	bandit_great_hall_4
1576	vik_borough_5	bandit_great_hall_1
1577	vik_borough_5	bandit_great_hall_2
1578	vik_borough_5	bandit_great_hall_3
1579	vik_borough_5	bandit_great_hall_4
1580	vik_borough_5	bandit_great_hall_5
1581	vik_borough_1	wel_great_hall_1
1582	vik_borough_2	wel_great_hall_1
1583	vik_borough_2	wel_great_hall_2
1584	vik_borough_3	wel_great_hall_1
1585	vik_borough_3	wel_great_hall_2
1586	vik_borough_3	wel_great_hall_3
1587	vik_borough_4	wel_great_hall_1
1588	vik_borough_4	wel_great_hall_2
1589	vik_borough_4	wel_great_hall_3
1590	vik_borough_4	wel_great_hall_4
1591	vik_borough_5	wel_great_hall_1
1592	vik_borough_5	wel_great_hall_2
1593	vik_borough_5	wel_great_hall_3
1594	vik_borough_5	wel_great_hall_4
1595	vik_borough_5	wel_great_hall_5
